idML,ref_date,geo,noc_code,noc_desc,job_char,total_vacancies
547960,01-01-2015,Quebec,101,"Total, all occupations","Type of work, all types",60480
547963,01-01-2015,Quebec,101,"Total, all occupations",Full-time,45455
876736,01-01-2015,Saskatchewan,101,"Total, all occupations","Type of work, all types",14330
876739,01-01-2015,Saskatchewan,101,"Total, all occupations",Full-time,10420
1534288,01-04-2015,Canada,101,"Total, all occupations","Type of work, all types",452315
1534291,01-04-2015,Canada,101,"Total, all occupations",Full-time,322625
1534294,01-04-2015,Canada,101,"Total, all occupations",Part-time,129690
1534421,01-04-2015,Canada,0,Legislative and senior management occupations,"Type of work, all types",855
1534424,01-04-2015,Canada,0,Legislative and senior management occupations,Full-time,830
1535751,01-04-2015,Canada,1,"Business, finance and administration occupations","Type of work, all types",50885
1535754,01-04-2015,Canada,1,"Business, finance and administration occupations",Full-time,40915
1535757,01-04-2015,Canada,1,"Business, finance and administration occupations",Part-time,9970
1548386,01-04-2015,Canada,2,Natural and applied sciences and related occupations,"Type of work, all types",31840
1548389,01-04-2015,Canada,2,Natural and applied sciences and related occupations,Full-time,30500
1548392,01-04-2015,Canada,2,Natural and applied sciences and related occupations,Part-time,1340
1561287,01-04-2015,Canada,3,Health occupations,"Type of work, all types",24400
1561290,01-04-2015,Canada,3,Health occupations,Full-time,10690
1561293,01-04-2015,Canada,3,Health occupations,Part-time,13710
1570065,01-04-2015,Canada,4,"Occupations in education, law and social, community and government services","Type of work, all types",21430
1570068,01-04-2015,Canada,4,"Occupations in education, law and social, community and government services",Full-time,13030
1570071,01-04-2015,Canada,4,"Occupations in education, law and social, community and government services",Part-time,8400
1582035,01-04-2015,Canada,5,"Occupations in art, culture, recreation and sport","Type of work, all types",13690
1582038,01-04-2015,Canada,5,"Occupations in art, culture, recreation and sport",Full-time,10600
1582041,01-04-2015,Canada,5,"Occupations in art, culture, recreation and sport",Part-time,3090
1590547,01-04-2015,Canada,6,Sales and service occupations,"Type of work, all types",169930
1590550,01-04-2015,Canada,6,Sales and service occupations,Full-time,94835
1590553,01-04-2015,Canada,6,Sales and service occupations,Part-time,75090
1604512,01-04-2015,Canada,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",72315
1604515,01-04-2015,Canada,7,"Trades, transport and equipment operators and related occupations",Full-time,65710
1604518,01-04-2015,Canada,7,"Trades, transport and equipment operators and related occupations",Part-time,6605
1623664,01-04-2015,Canada,8,"Natural resources, agriculture and related production occupations","Type of work, all types",25775
1623667,01-04-2015,Canada,8,"Natural resources, agriculture and related production occupations",Full-time,21800
1630846,01-04-2015,Canada,9,Occupations in manufacturing and utilities,"Type of work, all types",21750
1630849,01-04-2015,Canada,9,Occupations in manufacturing and utilities,Full-time,19505
1630852,01-04-2015,Canada,9,Occupations in manufacturing and utilities,Part-time,2245
1643880,01-04-2015,Newfoundland and Labrador,101,"Total, all occupations","Type of work, all types",5265
1643883,01-04-2015,Newfoundland and Labrador,101,"Total, all occupations",Full-time,3725
1643886,01-04-2015,Newfoundland and Labrador,101,"Total, all occupations",Part-time,1540
1645343,01-04-2015,Newfoundland and Labrador,1,"Business, finance and administration occupations","Type of work, all types",535
1645346,01-04-2015,Newfoundland and Labrador,1,"Business, finance and administration occupations",Full-time,450
1657978,01-04-2015,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,"Type of work, all types",175
1657981,01-04-2015,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,Full-time,170
1670879,01-04-2015,Newfoundland and Labrador,3,Health occupations,"Type of work, all types",570
1670882,01-04-2015,Newfoundland and Labrador,3,Health occupations,Full-time,290
1670885,01-04-2015,Newfoundland and Labrador,3,Health occupations,Part-time,280
1679657,01-04-2015,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services","Type of work, all types",225
1679660,01-04-2015,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services",Full-time,130
1700139,01-04-2015,Newfoundland and Labrador,6,Sales and service occupations,"Type of work, all types",1955
1700142,01-04-2015,Newfoundland and Labrador,6,Sales and service occupations,Full-time,1035
1700145,01-04-2015,Newfoundland and Labrador,6,Sales and service occupations,Part-time,920
1714104,01-04-2015,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",920
1714107,01-04-2015,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations",Full-time,850
1733256,01-04-2015,Newfoundland and Labrador,8,"Natural resources, agriculture and related production occupations","Type of work, all types",170
1740438,01-04-2015,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,"Type of work, all types",355
1740441,01-04-2015,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,Full-time,320
1753472,01-04-2015,Prince Edward Island,101,"Total, all occupations","Type of work, all types",1785
1753475,01-04-2015,Prince Edward Island,101,"Total, all occupations",Full-time,1185
1753478,01-04-2015,Prince Edward Island,101,"Total, all occupations",Part-time,600
1754935,01-04-2015,Prince Edward Island,1,"Business, finance and administration occupations","Type of work, all types",80
1767570,01-04-2015,Prince Edward Island,2,Natural and applied sciences and related occupations,"Type of work, all types",85
1767573,01-04-2015,Prince Edward Island,2,Natural and applied sciences and related occupations,Full-time,70
1780471,01-04-2015,Prince Edward Island,3,Health occupations,"Type of work, all types",65
1809731,01-04-2015,Prince Edward Island,6,Sales and service occupations,"Type of work, all types",885
1809734,01-04-2015,Prince Edward Island,6,Sales and service occupations,Full-time,445
1809737,01-04-2015,Prince Edward Island,6,Sales and service occupations,Part-time,440
1850030,01-04-2015,Prince Edward Island,9,Occupations in manufacturing and utilities,"Type of work, all types",105
1850033,01-04-2015,Prince Edward Island,9,Occupations in manufacturing and utilities,Full-time,100
1863064,01-04-2015,Nova Scotia,101,"Total, all occupations","Type of work, all types",11800
1863067,01-04-2015,Nova Scotia,101,"Total, all occupations",Full-time,7855
1863070,01-04-2015,Nova Scotia,101,"Total, all occupations",Part-time,3945
1863197,01-04-2015,Nova Scotia,0,Legislative and senior management occupations,"Type of work, all types",15
1863200,01-04-2015,Nova Scotia,0,Legislative and senior management occupations,Full-time,10
1864527,01-04-2015,Nova Scotia,1,"Business, finance and administration occupations","Type of work, all types",1075
1864530,01-04-2015,Nova Scotia,1,"Business, finance and administration occupations",Full-time,890
1864533,01-04-2015,Nova Scotia,1,"Business, finance and administration occupations",Part-time,185
1890063,01-04-2015,Nova Scotia,3,Health occupations,"Type of work, all types",955
1890066,01-04-2015,Nova Scotia,3,Health occupations,Full-time,435
1890069,01-04-2015,Nova Scotia,3,Health occupations,Part-time,525
1898847,01-04-2015,Nova Scotia,4,"Occupations in education, law and social, community and government services",Part-time,140
1910811,01-04-2015,Nova Scotia,5,"Occupations in art, culture, recreation and sport","Type of work, all types",380
1910814,01-04-2015,Nova Scotia,5,"Occupations in art, culture, recreation and sport",Full-time,265
1919323,01-04-2015,Nova Scotia,6,Sales and service occupations,"Type of work, all types",4325
1919326,01-04-2015,Nova Scotia,6,Sales and service occupations,Full-time,2310
1919329,01-04-2015,Nova Scotia,6,Sales and service occupations,Part-time,2015
1933288,01-04-2015,Nova Scotia,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",2205
1933291,01-04-2015,Nova Scotia,7,"Trades, transport and equipment operators and related occupations",Full-time,1710
1952440,01-04-2015,Nova Scotia,8,"Natural resources, agriculture and related production occupations","Type of work, all types",660
1952443,01-04-2015,Nova Scotia,8,"Natural resources, agriculture and related production occupations",Full-time,450
1959622,01-04-2015,Nova Scotia,9,Occupations in manufacturing and utilities,"Type of work, all types",575
1959625,01-04-2015,Nova Scotia,9,Occupations in manufacturing and utilities,Full-time,480
1972656,01-04-2015,New Brunswick,101,"Total, all occupations","Type of work, all types",10125
1972659,01-04-2015,New Brunswick,101,"Total, all occupations",Full-time,7480
1972662,01-04-2015,New Brunswick,101,"Total, all occupations",Part-time,2640
1974119,01-04-2015,New Brunswick,1,"Business, finance and administration occupations","Type of work, all types",670
1974122,01-04-2015,New Brunswick,1,"Business, finance and administration occupations",Full-time,610
1999655,01-04-2015,New Brunswick,3,Health occupations,"Type of work, all types",640
1999658,01-04-2015,New Brunswick,3,Health occupations,Full-time,230
1999661,01-04-2015,New Brunswick,3,Health occupations,Part-time,410
2008433,01-04-2015,New Brunswick,4,"Occupations in education, law and social, community and government services","Type of work, all types",385
2008436,01-04-2015,New Brunswick,4,"Occupations in education, law and social, community and government services",Full-time,280
2020403,01-04-2015,New Brunswick,5,"Occupations in art, culture, recreation and sport","Type of work, all types",255
2020406,01-04-2015,New Brunswick,5,"Occupations in art, culture, recreation and sport",Full-time,205
2028915,01-04-2015,New Brunswick,6,Sales and service occupations,"Type of work, all types",3050
2028918,01-04-2015,New Brunswick,6,Sales and service occupations,Full-time,1480
2028921,01-04-2015,New Brunswick,6,Sales and service occupations,Part-time,1570
2042880,01-04-2015,New Brunswick,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",1245
2042883,01-04-2015,New Brunswick,7,"Trades, transport and equipment operators and related occupations",Full-time,1100
2069214,01-04-2015,New Brunswick,9,Occupations in manufacturing and utilities,"Type of work, all types",1315
2069217,01-04-2015,New Brunswick,9,Occupations in manufacturing and utilities,Full-time,1260
2082248,01-04-2015,Quebec,101,"Total, all occupations","Type of work, all types",70450
2082251,01-04-2015,Quebec,101,"Total, all occupations",Full-time,51705
2082254,01-04-2015,Quebec,101,"Total, all occupations",Part-time,18750
2083711,01-04-2015,Quebec,1,"Business, finance and administration occupations","Type of work, all types",9000
2083714,01-04-2015,Quebec,1,"Business, finance and administration occupations",Full-time,7315
2083717,01-04-2015,Quebec,1,"Business, finance and administration occupations",Part-time,1685
2096346,01-04-2015,Quebec,2,Natural and applied sciences and related occupations,"Type of work, all types",6370
2096349,01-04-2015,Quebec,2,Natural and applied sciences and related occupations,Full-time,5965
2109247,01-04-2015,Quebec,3,Health occupations,"Type of work, all types",4855
2109250,01-04-2015,Quebec,3,Health occupations,Full-time,2200
2109253,01-04-2015,Quebec,3,Health occupations,Part-time,2650
2118025,01-04-2015,Quebec,4,"Occupations in education, law and social, community and government services","Type of work, all types",2985
2118028,01-04-2015,Quebec,4,"Occupations in education, law and social, community and government services",Full-time,1930
2118031,01-04-2015,Quebec,4,"Occupations in education, law and social, community and government services",Part-time,1055
2129995,01-04-2015,Quebec,5,"Occupations in art, culture, recreation and sport","Type of work, all types",3595
2129998,01-04-2015,Quebec,5,"Occupations in art, culture, recreation and sport",Full-time,3075
2130001,01-04-2015,Quebec,5,"Occupations in art, culture, recreation and sport",Part-time,520
2138507,01-04-2015,Quebec,6,Sales and service occupations,"Type of work, all types",23600
2138510,01-04-2015,Quebec,6,Sales and service occupations,Full-time,13680
2138513,01-04-2015,Quebec,6,Sales and service occupations,Part-time,9920
2152472,01-04-2015,Quebec,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",9810
2152475,01-04-2015,Quebec,7,"Trades, transport and equipment operators and related occupations",Full-time,8585
2152478,01-04-2015,Quebec,7,"Trades, transport and equipment operators and related occupations",Part-time,1225
2171624,01-04-2015,Quebec,8,"Natural resources, agriculture and related production occupations","Type of work, all types",3190
2171627,01-04-2015,Quebec,8,"Natural resources, agriculture and related production occupations",Full-time,2695
2178806,01-04-2015,Quebec,9,Occupations in manufacturing and utilities,"Type of work, all types",5315
2178809,01-04-2015,Quebec,9,Occupations in manufacturing and utilities,Full-time,5015
2191840,01-04-2015,Ontario,101,"Total, all occupations","Type of work, all types",177685
2191843,01-04-2015,Ontario,101,"Total, all occupations",Full-time,125595
2191846,01-04-2015,Ontario,101,"Total, all occupations",Part-time,52090
2191973,01-04-2015,Ontario,0,Legislative and senior management occupations,"Type of work, all types",400
2191976,01-04-2015,Ontario,0,Legislative and senior management occupations,Full-time,400
2193303,01-04-2015,Ontario,1,"Business, finance and administration occupations","Type of work, all types",23990
2193306,01-04-2015,Ontario,1,"Business, finance and administration occupations",Full-time,18980
2193309,01-04-2015,Ontario,1,"Business, finance and administration occupations",Part-time,5010
2205938,01-04-2015,Ontario,2,Natural and applied sciences and related occupations,"Type of work, all types",15200
2205941,01-04-2015,Ontario,2,Natural and applied sciences and related occupations,Full-time,14605
2205944,01-04-2015,Ontario,2,Natural and applied sciences and related occupations,Part-time,595
2218839,01-04-2015,Ontario,3,Health occupations,"Type of work, all types",8480
2218842,01-04-2015,Ontario,3,Health occupations,Full-time,3430
2218845,01-04-2015,Ontario,3,Health occupations,Part-time,5050
2227617,01-04-2015,Ontario,4,"Occupations in education, law and social, community and government services","Type of work, all types",8390
2227620,01-04-2015,Ontario,4,"Occupations in education, law and social, community and government services",Full-time,4965
2227623,01-04-2015,Ontario,4,"Occupations in education, law and social, community and government services",Part-time,3430
2248099,01-04-2015,Ontario,6,Sales and service occupations,"Type of work, all types",61110
2248102,01-04-2015,Ontario,6,Sales and service occupations,Full-time,30490
2248105,01-04-2015,Ontario,6,Sales and service occupations,Part-time,30625
2262064,01-04-2015,Ontario,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",26575
2262067,01-04-2015,Ontario,7,"Trades, transport and equipment operators and related occupations",Full-time,24170
2262070,01-04-2015,Ontario,7,"Trades, transport and equipment operators and related occupations",Part-time,2405
2281216,01-04-2015,Ontario,8,"Natural resources, agriculture and related production occupations","Type of work, all types",8760
2281219,01-04-2015,Ontario,8,"Natural resources, agriculture and related production occupations",Full-time,8280
2281222,01-04-2015,Ontario,8,"Natural resources, agriculture and related production occupations",Part-time,480
2288398,01-04-2015,Ontario,9,Occupations in manufacturing and utilities,"Type of work, all types",9090
2288401,01-04-2015,Ontario,9,Occupations in manufacturing and utilities,Full-time,8070
2301432,01-04-2015,Manitoba,101,"Total, all occupations","Type of work, all types",14480
2301435,01-04-2015,Manitoba,101,"Total, all occupations",Full-time,9380
2301438,01-04-2015,Manitoba,101,"Total, all occupations",Part-time,5105
2302895,01-04-2015,Manitoba,1,"Business, finance and administration occupations","Type of work, all types",1500
2302898,01-04-2015,Manitoba,1,"Business, finance and administration occupations",Full-time,1275
2315530,01-04-2015,Manitoba,2,Natural and applied sciences and related occupations,"Type of work, all types",635
2315533,01-04-2015,Manitoba,2,Natural and applied sciences and related occupations,Full-time,595
2328431,01-04-2015,Manitoba,3,Health occupations,"Type of work, all types",1570
2328437,01-04-2015,Manitoba,3,Health occupations,Part-time,850
2337209,01-04-2015,Manitoba,4,"Occupations in education, law and social, community and government services","Type of work, all types",1040
2337212,01-04-2015,Manitoba,4,"Occupations in education, law and social, community and government services",Full-time,600
2337215,01-04-2015,Manitoba,4,"Occupations in education, law and social, community and government services",Part-time,440
2349179,01-04-2015,Manitoba,5,"Occupations in art, culture, recreation and sport","Type of work, all types",185
2349182,01-04-2015,Manitoba,5,"Occupations in art, culture, recreation and sport",Full-time,150
2349185,01-04-2015,Manitoba,5,"Occupations in art, culture, recreation and sport",Part-time,35
2357691,01-04-2015,Manitoba,6,Sales and service occupations,"Type of work, all types",4750
2357694,01-04-2015,Manitoba,6,Sales and service occupations,Full-time,1960
2357697,01-04-2015,Manitoba,6,Sales and service occupations,Part-time,2790
2371656,01-04-2015,Manitoba,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",2855
2371659,01-04-2015,Manitoba,7,"Trades, transport and equipment operators and related occupations",Full-time,2590
2390808,01-04-2015,Manitoba,8,"Natural resources, agriculture and related production occupations","Type of work, all types",810
2390811,01-04-2015,Manitoba,8,"Natural resources, agriculture and related production occupations",Full-time,675
2390814,01-04-2015,Manitoba,8,"Natural resources, agriculture and related production occupations",Part-time,135
2397990,01-04-2015,Manitoba,9,Occupations in manufacturing and utilities,"Type of work, all types",565
2397993,01-04-2015,Manitoba,9,Occupations in manufacturing and utilities,Full-time,515
2411024,01-04-2015,Saskatchewan,101,"Total, all occupations","Type of work, all types",15505
2411027,01-04-2015,Saskatchewan,101,"Total, all occupations",Full-time,10540
2411030,01-04-2015,Saskatchewan,101,"Total, all occupations",Part-time,4965
2411157,01-04-2015,Saskatchewan,0,Legislative and senior management occupations,"Type of work, all types",20
2411160,01-04-2015,Saskatchewan,0,Legislative and senior management occupations,Full-time,20
2412487,01-04-2015,Saskatchewan,1,"Business, finance and administration occupations","Type of work, all types",1350
2412490,01-04-2015,Saskatchewan,1,"Business, finance and administration occupations",Full-time,1050
2425122,01-04-2015,Saskatchewan,2,Natural and applied sciences and related occupations,"Type of work, all types",460
2425125,01-04-2015,Saskatchewan,2,Natural and applied sciences and related occupations,Full-time,440
2438023,01-04-2015,Saskatchewan,3,Health occupations,"Type of work, all types",1030
2438026,01-04-2015,Saskatchewan,3,Health occupations,Full-time,635
2438029,01-04-2015,Saskatchewan,3,Health occupations,Part-time,395
2446801,01-04-2015,Saskatchewan,4,"Occupations in education, law and social, community and government services","Type of work, all types",1080
2446804,01-04-2015,Saskatchewan,4,"Occupations in education, law and social, community and government services",Full-time,545
2446807,01-04-2015,Saskatchewan,4,"Occupations in education, law and social, community and government services",Part-time,535
2458771,01-04-2015,Saskatchewan,5,"Occupations in art, culture, recreation and sport","Type of work, all types",240
2458774,01-04-2015,Saskatchewan,5,"Occupations in art, culture, recreation and sport",Full-time,165
2467283,01-04-2015,Saskatchewan,6,Sales and service occupations,"Type of work, all types",6795
2467286,01-04-2015,Saskatchewan,6,Sales and service occupations,Full-time,3765
2467289,01-04-2015,Saskatchewan,6,Sales and service occupations,Part-time,3035
2481248,01-04-2015,Saskatchewan,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",2775
2481251,01-04-2015,Saskatchewan,7,"Trades, transport and equipment operators and related occupations",Full-time,2500
2500400,01-04-2015,Saskatchewan,8,"Natural resources, agriculture and related production occupations","Type of work, all types",775
2500403,01-04-2015,Saskatchewan,8,"Natural resources, agriculture and related production occupations",Full-time,675
2507582,01-04-2015,Saskatchewan,9,Occupations in manufacturing and utilities,"Type of work, all types",320
2507585,01-04-2015,Saskatchewan,9,Occupations in manufacturing and utilities,Full-time,310
2520616,01-04-2015,Alberta,101,"Total, all occupations","Type of work, all types",72240
2520619,01-04-2015,Alberta,101,"Total, all occupations",Full-time,56510
2520622,01-04-2015,Alberta,101,"Total, all occupations",Part-time,15730
2522079,01-04-2015,Alberta,1,"Business, finance and administration occupations","Type of work, all types",5555
2522082,01-04-2015,Alberta,1,"Business, finance and administration occupations",Full-time,4705
2522085,01-04-2015,Alberta,1,"Business, finance and administration occupations",Part-time,845
2534714,01-04-2015,Alberta,2,Natural and applied sciences and related occupations,"Type of work, all types",3290
2534717,01-04-2015,Alberta,2,Natural and applied sciences and related occupations,Full-time,3155
2547615,01-04-2015,Alberta,3,Health occupations,"Type of work, all types",3030
2547618,01-04-2015,Alberta,3,Health occupations,Full-time,1585
2547621,01-04-2015,Alberta,3,Health occupations,Part-time,1445
2556393,01-04-2015,Alberta,4,"Occupations in education, law and social, community and government services","Type of work, all types",3240
2556396,01-04-2015,Alberta,4,"Occupations in education, law and social, community and government services",Full-time,2140
2556399,01-04-2015,Alberta,4,"Occupations in education, law and social, community and government services",Part-time,1100
2568363,01-04-2015,Alberta,5,"Occupations in art, culture, recreation and sport","Type of work, all types",1065
2568366,01-04-2015,Alberta,5,"Occupations in art, culture, recreation and sport",Full-time,550
2568369,01-04-2015,Alberta,5,"Occupations in art, culture, recreation and sport",Part-time,515
2576875,01-04-2015,Alberta,6,Sales and service occupations,"Type of work, all types",32380
2576878,01-04-2015,Alberta,6,Sales and service occupations,Full-time,22635
2576881,01-04-2015,Alberta,6,Sales and service occupations,Part-time,9745
2590840,01-04-2015,Alberta,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",14535
2590843,01-04-2015,Alberta,7,"Trades, transport and equipment operators and related occupations",Full-time,14045
2590846,01-04-2015,Alberta,7,"Trades, transport and equipment operators and related occupations",Part-time,490
2609992,01-04-2015,Alberta,8,"Natural resources, agriculture and related production occupations","Type of work, all types",4190
2609995,01-04-2015,Alberta,8,"Natural resources, agriculture and related production occupations",Full-time,3785
2617174,01-04-2015,Alberta,9,Occupations in manufacturing and utilities,"Type of work, all types",1800
2617177,01-04-2015,Alberta,9,Occupations in manufacturing and utilities,Full-time,1645
2630208,01-04-2015,British Columbia,101,"Total, all occupations","Type of work, all types",70725
2630211,01-04-2015,British Columbia,101,"Total, all occupations",Full-time,46875
2630214,01-04-2015,British Columbia,101,"Total, all occupations",Part-time,23850
2630341,01-04-2015,British Columbia,0,Legislative and senior management occupations,"Type of work, all types",120
2630344,01-04-2015,British Columbia,0,Legislative and senior management occupations,Full-time,120
2631671,01-04-2015,British Columbia,1,"Business, finance and administration occupations","Type of work, all types",6920
2631674,01-04-2015,British Columbia,1,"Business, finance and administration occupations",Full-time,5420
2631677,01-04-2015,British Columbia,1,"Business, finance and administration occupations",Part-time,1495
2644306,01-04-2015,British Columbia,2,Natural and applied sciences and related occupations,"Type of work, all types",4310
2644309,01-04-2015,British Columbia,2,Natural and applied sciences and related occupations,Full-time,4205
2657207,01-04-2015,British Columbia,3,Health occupations,"Type of work, all types",3155
2657210,01-04-2015,British Columbia,3,Health occupations,Full-time,1100
2657213,01-04-2015,British Columbia,3,Health occupations,Part-time,2055
2665985,01-04-2015,British Columbia,4,"Occupations in education, law and social, community and government services","Type of work, all types",3150
2665988,01-04-2015,British Columbia,4,"Occupations in education, law and social, community and government services",Full-time,1695
2665991,01-04-2015,British Columbia,4,"Occupations in education, law and social, community and government services",Part-time,1455
2677955,01-04-2015,British Columbia,5,"Occupations in art, culture, recreation and sport","Type of work, all types",1635
2677958,01-04-2015,British Columbia,5,"Occupations in art, culture, recreation and sport",Full-time,975
2686467,01-04-2015,British Columbia,6,Sales and service occupations,"Type of work, all types",30125
2686470,01-04-2015,British Columbia,6,Sales and service occupations,Full-time,16385
2686473,01-04-2015,British Columbia,6,Sales and service occupations,Part-time,13745
2700432,01-04-2015,British Columbia,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",10640
2700435,01-04-2015,British Columbia,7,"Trades, transport and equipment operators and related occupations",Full-time,9460
2700438,01-04-2015,British Columbia,7,"Trades, transport and equipment operators and related occupations",Part-time,1175
2719584,01-04-2015,British Columbia,8,"Natural resources, agriculture and related production occupations","Type of work, all types",5525
2719587,01-04-2015,British Columbia,8,"Natural resources, agriculture and related production occupations",Full-time,3535
2726766,01-04-2015,British Columbia,9,Occupations in manufacturing and utilities,"Type of work, all types",2300
2726769,01-04-2015,British Columbia,9,Occupations in manufacturing and utilities,Full-time,1760
2739800,01-04-2015,Yukon,101,"Total, all occupations","Type of work, all types",845
2739803,01-04-2015,Yukon,101,"Total, all occupations",Full-time,625
2739806,01-04-2015,Yukon,101,"Total, all occupations",Part-time,220
2775577,01-04-2015,Yukon,4,"Occupations in education, law and social, community and government services","Type of work, all types",45
2775580,01-04-2015,Yukon,4,"Occupations in education, law and social, community and government services",Full-time,25
2796059,01-04-2015,Yukon,6,Sales and service occupations,"Type of work, all types",475
2796065,01-04-2015,Yukon,6,Sales and service occupations,Part-time,155
2810024,01-04-2015,Yukon,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",90
2810030,01-04-2015,Yukon,7,"Trades, transport and equipment operators and related occupations",Part-time,10
2849392,01-04-2015,Northwest Territories,101,"Total, all occupations","Type of work, all types",1010
2849395,01-04-2015,Northwest Territories,101,"Total, all occupations",Full-time,790
2905651,01-04-2015,Northwest Territories,6,Sales and service occupations,"Type of work, all types",335
2958984,01-04-2015,Nunavut,101,"Total, all occupations","Type of work, all types",410
2958987,01-04-2015,Nunavut,101,"Total, all occupations",Full-time,365
2960447,01-04-2015,Nunavut,1,"Business, finance and administration occupations","Type of work, all types",65
2960450,01-04-2015,Nunavut,1,"Business, finance and administration occupations",Full-time,55
2973082,01-04-2015,Nunavut,2,Natural and applied sciences and related occupations,"Type of work, all types",10
2973085,01-04-2015,Nunavut,2,Natural and applied sciences and related occupations,Full-time,10
3015243,01-04-2015,Nunavut,6,Sales and service occupations,"Type of work, all types",145
3015246,01-04-2015,Nunavut,6,Sales and service occupations,Full-time,120
3068576,01-07-2015,Canada,101,"Total, all occupations","Type of work, all types",409650
3068579,01-07-2015,Canada,101,"Total, all occupations",Full-time,271910
3068582,01-07-2015,Canada,101,"Total, all occupations",Part-time,137745
3068709,01-07-2015,Canada,0,Legislative and senior management occupations,"Type of work, all types",865
3068712,01-07-2015,Canada,0,Legislative and senior management occupations,Full-time,805
3070039,01-07-2015,Canada,1,"Business, finance and administration occupations","Type of work, all types",46010
3070042,01-07-2015,Canada,1,"Business, finance and administration occupations",Full-time,37915
3070045,01-07-2015,Canada,1,"Business, finance and administration occupations",Part-time,8090
3082674,01-07-2015,Canada,2,Natural and applied sciences and related occupations,"Type of work, all types",26245
3082677,01-07-2015,Canada,2,Natural and applied sciences and related occupations,Full-time,25165
3082680,01-07-2015,Canada,2,Natural and applied sciences and related occupations,Part-time,1075
3095575,01-07-2015,Canada,3,Health occupations,"Type of work, all types",22080
3095578,01-07-2015,Canada,3,Health occupations,Full-time,9575
3095581,01-07-2015,Canada,3,Health occupations,Part-time,12500
3104353,01-07-2015,Canada,4,"Occupations in education, law and social, community and government services","Type of work, all types",20165
3104356,01-07-2015,Canada,4,"Occupations in education, law and social, community and government services",Full-time,11590
3104359,01-07-2015,Canada,4,"Occupations in education, law and social, community and government services",Part-time,8570
3116323,01-07-2015,Canada,5,"Occupations in art, culture, recreation and sport","Type of work, all types",7040
3116326,01-07-2015,Canada,5,"Occupations in art, culture, recreation and sport",Full-time,4145
3116329,01-07-2015,Canada,5,"Occupations in art, culture, recreation and sport",Part-time,2895
3124835,01-07-2015,Canada,6,Sales and service occupations,"Type of work, all types",173885
3124838,01-07-2015,Canada,6,Sales and service occupations,Full-time,85840
3124841,01-07-2015,Canada,6,Sales and service occupations,Part-time,88045
3138800,01-07-2015,Canada,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",65150
3138803,01-07-2015,Canada,7,"Trades, transport and equipment operators and related occupations",Full-time,56550
3138806,01-07-2015,Canada,7,"Trades, transport and equipment operators and related occupations",Part-time,8600
3157952,01-07-2015,Canada,8,"Natural resources, agriculture and related production occupations","Type of work, all types",15360
3157955,01-07-2015,Canada,8,"Natural resources, agriculture and related production occupations",Full-time,13205
3157958,01-07-2015,Canada,8,"Natural resources, agriculture and related production occupations",Part-time,2155
3165134,01-07-2015,Canada,9,Occupations in manufacturing and utilities,"Type of work, all types",19865
3165137,01-07-2015,Canada,9,Occupations in manufacturing and utilities,Full-time,18535
3165140,01-07-2015,Canada,9,Occupations in manufacturing and utilities,Part-time,1330
3178168,01-07-2015,Newfoundland and Labrador,101,"Total, all occupations","Type of work, all types",5430
3178171,01-07-2015,Newfoundland and Labrador,101,"Total, all occupations",Full-time,3250
3178174,01-07-2015,Newfoundland and Labrador,101,"Total, all occupations",Part-time,2180
3179631,01-07-2015,Newfoundland and Labrador,1,"Business, finance and administration occupations","Type of work, all types",420
3179634,01-07-2015,Newfoundland and Labrador,1,"Business, finance and administration occupations",Full-time,380
3179637,01-07-2015,Newfoundland and Labrador,1,"Business, finance and administration occupations",Part-time,40
3192266,01-07-2015,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,"Type of work, all types",240
3192269,01-07-2015,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,Full-time,225
3205167,01-07-2015,Newfoundland and Labrador,3,Health occupations,"Type of work, all types",720
3205170,01-07-2015,Newfoundland and Labrador,3,Health occupations,Full-time,340
3205173,01-07-2015,Newfoundland and Labrador,3,Health occupations,Part-time,380
3213945,01-07-2015,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services","Type of work, all types",355
3213948,01-07-2015,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services",Full-time,265
3213951,01-07-2015,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services",Part-time,95
