ref_date,geo,noc_desc,job_char,predicted_vacancies
10-01-2023,Northwest Territories,"Total, all occupations",Part-time,8420.313
10-01-2023,Northwest Territories,"Business, finance and administration occupations","Type of work, all types",9302.203
10-01-2023,Northwest Territories,"Business, finance and administration occupations",Full-time,5032.0205
10-01-2023,Northwest Territories,"Occupations in education, law and social, community and government services","Type of work, all types",6209.5225
10-01-2023,Northwest Territories,"Occupations in education, law and social, community and government services",Full-time,6558.3584
10-01-2023,Nunavut,"Total, all occupations","Type of work, all types",7051.1714
10-01-2023,Nunavut,"Total, all occupations",Full-time,7770.644
10-01-2023,Nunavut,"Business, finance and administration occupations","Type of work, all types",8458.118
10-01-2023,Nunavut,"Business, finance and administration occupations",Full-time,9337.447
10-01-2023,Nunavut,"Business, finance and administration occupations",Part-time,5299.3794
10-01-2023,Nunavut,Natural and applied sciences and related occupations,"Type of work, all types",5299.3794
10-01-2023,Nunavut,Natural and applied sciences and related occupations,Full-time,5299.3794
10-01-2023,Nunavut,Natural and applied sciences and related occupations,Part-time,5299.3794
10-01-2023,Nunavut,Sales and service occupations,"Type of work, all types",5299.3794
10-01-2023,Nunavut,Sales and service occupations,Full-time,5299.3794
10-01-2023,Nunavut,"Trades, transport and equipment operators and related occupations","Type of work, all types",5299.3794
10-01-2023,Nunavut,"Trades, transport and equipment operators and related occupations",Full-time,5299.3794
01-01-2024,Newfoundland and Labrador,"Total, all occupations","Type of work, all types",5299.3794
01-01-2024,Newfoundland and Labrador,"Total, all occupations",Full-time,5299.3794
01-01-2024,Newfoundland and Labrador,"Total, all occupations",Part-time,5299.3794
01-01-2024,Newfoundland and Labrador,"Business, finance and administration occupations","Type of work, all types",5299.3794
01-01-2024,Newfoundland and Labrador,"Business, finance and administration occupations",Full-time,5299.3794
01-01-2024,Newfoundland and Labrador,"Business, finance and administration occupations",Part-time,5299.3794
01-01-2024,Newfoundland and Labrador,Natural and applied sciences and related occupations,"Type of work, all types",5299.3794
01-01-2024,Newfoundland and Labrador,Natural and applied sciences and related occupations,Full-time,5299.3794
01-01-2024,Newfoundland and Labrador,Health occupations,"Type of work, all types",5299.3794
01-01-2024,Newfoundland and Labrador,Health occupations,Full-time,5299.3794
01-01-2024,Newfoundland and Labrador,Health occupations,Part-time,5299.3794
01-01-2024,Newfoundland and Labrador,"Occupations in education, law and social, community and government services","Type of work, all types",5299.3794
01-01-2024,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Full-time,5299.3794
01-01-2024,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Part-time,5299.3794
01-01-2024,Newfoundland and Labrador,Sales and service occupations,"Type of work, all types",5299.3794
01-01-2024,Newfoundland and Labrador,Sales and service occupations,Full-time,5299.3794
01-01-2024,Newfoundland and Labrador,Sales and service occupations,Part-time,5299.3794
01-01-2024,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations","Type of work, all types",5299.3794
01-01-2024,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Full-time,5299.3794
01-01-2024,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Part-time,5299.3794
01-01-2024,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Part-time,5299.3794
01-01-2024,Prince Edward Island,"Total, all occupations","Type of work, all types",5299.3794
01-01-2024,Prince Edward Island,"Total, all occupations",Full-time,5299.3794
01-01-2024,Prince Edward Island,"Total, all occupations",Part-time,5299.3794
01-01-2024,Prince Edward Island,"Business, finance and administration occupations","Type of work, all types",5299.3794
01-01-2024,Prince Edward Island,"Business, finance and administration occupations",Full-time,5299.3794
01-01-2024,Prince Edward Island,"Business, finance and administration occupations",Part-time,5299.3794
01-01-2024,Prince Edward Island,Natural and applied sciences and related occupations,Full-time,5299.3794
01-01-2024,Prince Edward Island,Health occupations,"Type of work, all types",5299.3794
01-01-2024,Prince Edward Island,Health occupations,Full-time,5299.3794
01-01-2024,Prince Edward Island,Health occupations,Part-time,5299.3794
01-01-2024,Prince Edward Island,"Occupations in education, law and social, community and government services","Type of work, all types",5299.3794
01-01-2024,Prince Edward Island,"Occupations in education, law and social, community and government services",Full-time,5299.3794
01-01-2024,Prince Edward Island,"Occupations in education, law and social, community and government services",Part-time,5299.3794
01-01-2024,Prince Edward Island,Sales and service occupations,"Type of work, all types",5299.3794
01-01-2024,Prince Edward Island,Sales and service occupations,Full-time,5299.3794
01-01-2024,Prince Edward Island,Occupations in manufacturing and utilities,"Type of work, all types",5299.3794
01-01-2024,Nova Scotia,"Total, all occupations","Type of work, all types",5299.3794
01-01-2024,Nova Scotia,"Total, all occupations",Full-time,5299.3794
01-01-2024,Nova Scotia,"Total, all occupations",Part-time,5299.3794
01-01-2024,Nova Scotia,"Business, finance and administration occupations","Type of work, all types",5299.3794
01-01-2024,Nova Scotia,"Business, finance and administration occupations",Full-time,5299.3794
01-01-2024,Nova Scotia,"Business, finance and administration occupations",Part-time,5299.3794
01-01-2024,Nova Scotia,Natural and applied sciences and related occupations,"Type of work, all types",5299.3794
01-01-2024,Nova Scotia,Natural and applied sciences and related occupations,Full-time,5299.3794
01-01-2024,Nova Scotia,Health occupations,"Type of work, all types",5299.3794
01-01-2024,Nova Scotia,Health occupations,Full-time,5299.3794
01-01-2024,Nova Scotia,Health occupations,Part-time,5299.3794
01-01-2024,Nova Scotia,"Occupations in education, law and social, community and government services","Type of work, all types",5299.3794
01-01-2024,Nova Scotia,"Occupations in education, law and social, community and government services",Full-time,5299.3794
01-01-2024,Nova Scotia,"Occupations in education, law and social, community and government services",Part-time,5299.3794
01-01-2024,Nova Scotia,Sales and service occupations,"Type of work, all types",5299.3794
01-01-2024,Nova Scotia,Sales and service occupations,Full-time,5299.3794
01-01-2024,Nova Scotia,Sales and service occupations,Part-time,5299.3794
01-01-2024,Nova Scotia,"Trades, transport and equipment operators and related occupations","Type of work, all types",5299.3794
01-01-2024,Nova Scotia,"Trades, transport and equipment operators and related occupations",Full-time,5299.3794
01-01-2024,Nova Scotia,"Trades, transport and equipment operators and related occupations",Part-time,5299.3794
01-01-2024,Nova Scotia,Occupations in manufacturing and utilities,"Type of work, all types",5299.3794
01-01-2024,Nova Scotia,Occupations in manufacturing and utilities,Full-time,5299.3794
01-01-2024,New Brunswick,"Total, all occupations","Type of work, all types",5299.3794
01-01-2024,New Brunswick,"Total, all occupations",Full-time,5299.3794
01-01-2024,New Brunswick,"Total, all occupations",Part-time,5299.3794
01-01-2024,New Brunswick,"Business, finance and administration occupations","Type of work, all types",5299.3794
01-01-2024,New Brunswick,"Business, finance and administration occupations",Full-time,5299.3794
01-01-2024,New Brunswick,"Business, finance and administration occupations",Part-time,5299.3794
01-01-2024,New Brunswick,Natural and applied sciences and related occupations,"Type of work, all types",5299.3794
01-01-2024,New Brunswick,Natural and applied sciences and related occupations,Full-time,5299.3794
01-01-2024,New Brunswick,Health occupations,"Type of work, all types",5299.3794
01-01-2024,New Brunswick,Health occupations,Full-time,5299.3794
01-01-2024,New Brunswick,Health occupations,Part-time,5299.3794
01-01-2024,New Brunswick,"Occupations in education, law and social, community and government services","Type of work, all types",5299.3794
01-01-2024,New Brunswick,"Occupations in education, law and social, community and government services",Full-time,5299.3794
01-01-2024,New Brunswick,"Occupations in education, law and social, community and government services",Part-time,5299.3794
01-01-2024,New Brunswick,"Occupations in art, culture, recreation and sport","Type of work, all types",5299.3794
01-01-2024,New Brunswick,"Occupations in art, culture, recreation and sport",Full-time,5299.3794
01-01-2024,New Brunswick,Sales and service occupations,"Type of work, all types",5299.3794
01-01-2024,New Brunswick,Sales and service occupations,Full-time,5299.3794
01-01-2024,New Brunswick,Sales and service occupations,Part-time,5299.3794
01-01-2024,New Brunswick,"Trades, transport and equipment operators and related occupations","Type of work, all types",5299.3794
01-01-2024,New Brunswick,"Trades, transport and equipment operators and related occupations",Full-time,5299.3794
01-01-2024,New Brunswick,"Natural resources, agriculture and related production occupations","Type of work, all types",5299.3794
01-01-2024,New Brunswick,Occupations in manufacturing and utilities,"Type of work, all types",5299.3794
01-01-2024,New Brunswick,Occupations in manufacturing and utilities,Full-time,5299.3794
01-01-2024,Quebec,"Total, all occupations","Type of work, all types",5299.3794
01-01-2024,Quebec,"Total, all occupations",Full-time,5299.3794
01-01-2024,Quebec,"Total, all occupations",Part-time,5299.3794
01-01-2024,Quebec,Legislative and senior management occupations,"Type of work, all types",5299.3794
01-01-2024,Quebec,Legislative and senior management occupations,Full-time,5299.3794
01-01-2024,Quebec,"Business, finance and administration occupations","Type of work, all types",5299.3794
01-01-2024,Quebec,"Business, finance and administration occupations",Full-time,5299.3794
01-01-2024,Quebec,"Business, finance and administration occupations",Part-time,5299.3794
01-01-2024,Quebec,Natural and applied sciences and related occupations,"Type of work, all types",5299.3794
01-01-2024,Quebec,Natural and applied sciences and related occupations,Full-time,5299.3794
01-01-2024,Quebec,Natural and applied sciences and related occupations,Part-time,5299.3794
01-01-2024,Quebec,Health occupations,"Type of work, all types",5299.3794
01-01-2024,Quebec,Health occupations,Full-time,5299.3794
01-01-2024,Quebec,Health occupations,Part-time,5299.3794
01-01-2024,Quebec,"Occupations in education, law and social, community and government services","Type of work, all types",5299.3794
01-01-2024,Quebec,"Occupations in education, law and social, community and government services",Full-time,5299.3794
01-01-2024,Quebec,"Occupations in education, law and social, community and government services",Part-time,5299.3794
01-01-2024,Quebec,"Occupations in art, culture, recreation and sport","Type of work, all types",5299.3794
01-01-2024,Quebec,"Occupations in art, culture, recreation and sport",Full-time,5299.3794
01-01-2024,Quebec,"Occupations in art, culture, recreation and sport",Part-time,5299.3794
01-01-2024,Quebec,Sales and service occupations,"Type of work, all types",5299.3794
01-01-2024,Quebec,Sales and service occupations,Full-time,5299.3794
01-01-2024,Quebec,Sales and service occupations,Part-time,5299.3794
01-01-2024,Quebec,"Trades, transport and equipment operators and related occupations","Type of work, all types",5299.3794
01-01-2024,Quebec,"Trades, transport and equipment operators and related occupations",Full-time,5299.3794
01-01-2024,Quebec,"Trades, transport and equipment operators and related occupations",Part-time,5299.3794
01-01-2024,Quebec,"Natural resources, agriculture and related production occupations","Type of work, all types",5299.3794
01-01-2024,Quebec,"Natural resources, agriculture and related production occupations",Full-time,5299.3794
01-01-2024,Quebec,Occupations in manufacturing and utilities,"Type of work, all types",5299.3794
01-01-2024,Quebec,Occupations in manufacturing and utilities,Full-time,5299.3794
01-01-2024,Ontario,"Total, all occupations","Type of work, all types",5299.3794
01-01-2024,Ontario,"Total, all occupations",Full-time,5299.3794
01-01-2024,Ontario,"Total, all occupations",Part-time,5299.3794
01-01-2024,Ontario,Legislative and senior management occupations,"Type of work, all types",5299.3794
01-01-2024,Ontario,Legislative and senior management occupations,Full-time,5299.3794
01-01-2024,Ontario,"Business, finance and administration occupations","Type of work, all types",5299.3794
01-01-2024,Ontario,"Business, finance and administration occupations",Full-time,5299.3794
01-01-2024,Ontario,"Business, finance and administration occupations",Part-time,5299.3794
01-01-2024,Ontario,Natural and applied sciences and related occupations,"Type of work, all types",5299.3794
01-01-2024,Ontario,Natural and applied sciences and related occupations,Full-time,5299.3794
01-01-2024,Ontario,Natural and applied sciences and related occupations,Part-time,5299.3794
01-01-2024,Ontario,Health occupations,"Type of work, all types",5299.3794
01-01-2024,Ontario,Health occupations,Full-time,5299.3794
01-01-2024,Ontario,Health occupations,Part-time,5299.3794
01-01-2024,Ontario,"Occupations in education, law and social, community and government services","Type of work, all types",5299.3794
01-01-2024,Ontario,"Occupations in education, law and social, community and government services",Full-time,5299.3794
01-01-2024,Ontario,"Occupations in education, law and social, community and government services",Part-time,5299.3794
01-01-2024,Ontario,"Occupations in art, culture, recreation and sport","Type of work, all types",5299.3794
01-01-2024,Ontario,"Occupations in art, culture, recreation and sport",Full-time,5299.3794
01-01-2024,Ontario,"Occupations in art, culture, recreation and sport",Part-time,5299.3794
01-01-2024,Ontario,Sales and service occupations,"Type of work, all types",5299.3794
01-01-2024,Ontario,Sales and service occupations,Full-time,5299.3794
01-01-2024,Ontario,Sales and service occupations,Part-time,5299.3794
01-01-2024,Ontario,"Trades, transport and equipment operators and related occupations","Type of work, all types",5299.3794
01-01-2024,Ontario,"Trades, transport and equipment operators and related occupations",Full-time,5299.3794
01-01-2024,Ontario,"Trades, transport and equipment operators and related occupations",Part-time,5299.3794
01-01-2024,Ontario,"Natural resources, agriculture and related production occupations","Type of work, all types",5299.3794
01-01-2024,Ontario,"Natural resources, agriculture and related production occupations",Full-time,5299.3794
01-01-2024,Ontario,"Natural resources, agriculture and related production occupations",Part-time,5299.3794
01-01-2024,Ontario,Occupations in manufacturing and utilities,"Type of work, all types",5299.3794
01-01-2024,Ontario,Occupations in manufacturing and utilities,Full-time,5299.3794
01-01-2024,Manitoba,"Total, all occupations","Type of work, all types",5299.3794
01-01-2024,Manitoba,"Total, all occupations",Full-time,5299.3794
01-01-2024,Manitoba,"Total, all occupations",Part-time,5299.3794
01-01-2024,Manitoba,Legislative and senior management occupations,"Type of work, all types",5299.3794
01-01-2024,Manitoba,"Business, finance and administration occupations","Type of work, all types",5299.3794
01-01-2024,Manitoba,"Business, finance and administration occupations",Full-time,5299.3794
01-01-2024,Manitoba,"Business, finance and administration occupations",Part-time,5299.3794
01-01-2024,Manitoba,Natural and applied sciences and related occupations,"Type of work, all types",5299.3794
01-01-2024,Manitoba,Natural and applied sciences and related occupations,Full-time,5299.3794
01-01-2024,Manitoba,Health occupations,"Type of work, all types",5299.3794
01-01-2024,Manitoba,Health occupations,Full-time,5299.3794
01-01-2024,Manitoba,Health occupations,Part-time,5299.3794
01-01-2024,Manitoba,"Occupations in education, law and social, community and government services","Type of work, all types",5299.3794
01-01-2024,Manitoba,"Occupations in education, law and social, community and government services",Full-time,5299.3794
01-01-2024,Manitoba,"Occupations in education, law and social, community and government services",Part-time,5299.3794
01-01-2024,Manitoba,"Occupations in art, culture, recreation and sport","Type of work, all types",5299.3794
01-01-2024,Manitoba,"Occupations in art, culture, recreation and sport",Full-time,5299.3794
01-01-2024,Manitoba,Sales and service occupations,"Type of work, all types",6200.037
01-01-2024,Manitoba,Sales and service occupations,Full-time,6414.4663
01-01-2024,Manitoba,Sales and service occupations,Part-time,6558.464
01-01-2024,Manitoba,"Trades, transport and equipment operators and related occupations","Type of work, all types",6753.0396
01-01-2024,Manitoba,"Trades, transport and equipment operators and related occupations",Full-time,6835.282
01-01-2024,Manitoba,Occupations in manufacturing and utilities,"Type of work, all types",7512.5264
01-01-2024,Manitoba,Occupations in manufacturing and utilities,Full-time,5240.191
01-01-2024,Saskatchewan,"Total, all occupations","Type of work, all types",6147.775
01-01-2024,Saskatchewan,"Total, all occupations",Full-time,6387.6147
01-01-2024,Saskatchewan,"Total, all occupations",Part-time,6601.602
01-01-2024,Saskatchewan,"Business, finance and administration occupations","Type of work, all types",6930.012
01-01-2024,Saskatchewan,"Business, finance and administration occupations",Full-time,7190.248
01-01-2024,Saskatchewan,"Business, finance and administration occupations",Part-time,7932.077
01-01-2024,Saskatchewan,Natural and applied sciences and related occupations,"Type of work, all types",5055.237
01-01-2024,Saskatchewan,Natural and applied sciences and related occupations,Full-time,6126.9717
01-01-2024,Saskatchewan,"Occupations in education, law and social, community and government services","Type of work, all types",6458.1694
01-01-2024,Saskatchewan,"Occupations in education, law and social, community and government services",Full-time,6889.246
01-01-2024,Saskatchewan,"Occupations in education, law and social, community and government services",Part-time,7545.7026
01-01-2024,Saskatchewan,"Occupations in art, culture, recreation and sport","Type of work, all types",8186.797
01-01-2024,Saskatchewan,"Occupations in art, culture, recreation and sport",Part-time,9062.024
01-01-2024,Saskatchewan,Sales and service occupations,"Type of work, all types",6232.337
01-01-2024,Saskatchewan,Sales and service occupations,Full-time,6232.337
01-01-2024,Saskatchewan,Sales and service occupations,Part-time,6232.337
01-01-2024,Saskatchewan,"Trades, transport and equipment operators and related occupations","Type of work, all types",6232.337
01-01-2024,Saskatchewan,"Trades, transport and equipment operators and related occupations",Full-time,6232.337
01-01-2024,Saskatchewan,"Trades, transport and equipment operators and related occupations",Part-time,6232.337
01-01-2024,Saskatchewan,"Natural resources, agriculture and related production occupations","Type of work, all types",6232.337
01-01-2024,Saskatchewan,"Natural resources, agriculture and related production occupations",Full-time,6232.337
01-01-2024,Saskatchewan,Occupations in manufacturing and utilities,"Type of work, all types",6232.337
01-01-2024,Saskatchewan,Occupations in manufacturing and utilities,Full-time,6232.337
01-01-2024,Alberta,"Total, all occupations","Type of work, all types",6232.337
01-01-2024,Alberta,"Total, all occupations",Full-time,6232.337
01-01-2024,Alberta,"Total, all occupations",Part-time,6232.337
01-01-2024,Alberta,"Business, finance and administration occupations","Type of work, all types",6232.337
01-01-2024,Alberta,"Business, finance and administration occupations",Full-time,6232.337
01-01-2024,Alberta,"Business, finance and administration occupations",Part-time,6232.337
01-01-2024,Alberta,Natural and applied sciences and related occupations,"Type of work, all types",6232.337
01-01-2024,Alberta,Natural and applied sciences and related occupations,Full-time,6232.337
01-01-2024,Alberta,Health occupations,"Type of work, all types",6232.337
01-01-2024,Alberta,Health occupations,Full-time,6232.337
01-01-2024,Alberta,Health occupations,Part-time,6232.337
01-01-2024,Alberta,"Occupations in education, law and social, community and government services","Type of work, all types",6232.337
01-01-2024,Alberta,"Occupations in education, law and social, community and government services",Full-time,6232.337
01-01-2024,Alberta,"Occupations in education, law and social, community and government services",Part-time,6232.337
01-01-2024,Alberta,"Occupations in art, culture, recreation and sport","Type of work, all types",6232.337
01-01-2024,Alberta,"Occupations in art, culture, recreation and sport",Full-time,6232.337
01-01-2024,Alberta,"Occupations in art, culture, recreation and sport",Part-time,6232.337
01-01-2024,Alberta,Sales and service occupations,"Type of work, all types",6232.337
01-01-2024,Alberta,Sales and service occupations,Full-time,6232.337
01-01-2024,Alberta,Sales and service occupations,Part-time,6232.337
01-01-2024,Alberta,"Trades, transport and equipment operators and related occupations","Type of work, all types",6232.337
01-01-2024,Alberta,"Trades, transport and equipment operators and related occupations",Full-time,6232.337
01-01-2024,Alberta,"Trades, transport and equipment operators and related occupations",Part-time,6232.337
01-01-2024,Alberta,"Natural resources, agriculture and related production occupations","Type of work, all types",6232.337
01-01-2024,Alberta,"Natural resources, agriculture and related production occupations",Full-time,6232.337
01-01-2024,Alberta,Occupations in manufacturing and utilities,"Type of work, all types",6232.337
01-01-2024,Alberta,Occupations in manufacturing and utilities,Full-time,6232.337
01-01-2024,British Columbia,"Total, all occupations","Type of work, all types",6232.337
01-01-2024,British Columbia,"Total, all occupations",Full-time,6232.337
01-01-2024,British Columbia,"Total, all occupations",Part-time,6232.337
01-01-2024,British Columbia,"Business, finance and administration occupations","Type of work, all types",6232.337
01-01-2024,British Columbia,"Business, finance and administration occupations",Full-time,6232.337
01-01-2024,British Columbia,"Business, finance and administration occupations",Part-time,6232.337
01-01-2024,British Columbia,Natural and applied sciences and related occupations,"Type of work, all types",6232.337
01-01-2024,British Columbia,Natural and applied sciences and related occupations,Full-time,6232.337
01-01-2024,British Columbia,Health occupations,"Type of work, all types",6232.337
01-01-2024,British Columbia,Health occupations,Full-time,6232.337
01-01-2024,British Columbia,Health occupations,Part-time,6232.337
01-01-2024,British Columbia,"Occupations in education, law and social, community and government services","Type of work, all types",6232.337
01-01-2024,British Columbia,"Occupations in education, law and social, community and government services",Full-time,6232.337
01-01-2024,British Columbia,"Occupations in education, law and social, community and government services",Part-time,6232.337
01-01-2024,British Columbia,"Occupations in art, culture, recreation and sport","Type of work, all types",6232.337
01-01-2024,British Columbia,"Occupations in art, culture, recreation and sport",Full-time,6232.337
01-01-2024,British Columbia,"Occupations in art, culture, recreation and sport",Part-time,6232.337
01-01-2024,British Columbia,Sales and service occupations,"Type of work, all types",6232.337
01-01-2024,British Columbia,Sales and service occupations,Full-time,6232.337
01-01-2024,British Columbia,Sales and service occupations,Part-time,6232.337
01-01-2024,British Columbia,"Trades, transport and equipment operators and related occupations","Type of work, all types",6232.337
01-01-2024,British Columbia,"Trades, transport and equipment operators and related occupations",Full-time,6232.337
01-01-2024,British Columbia,"Trades, transport and equipment operators and related occupations",Part-time,6232.337
01-01-2024,British Columbia,"Natural resources, agriculture and related production occupations","Type of work, all types",6232.337
01-01-2024,British Columbia,"Natural resources, agriculture and related production occupations",Full-time,6232.337
01-01-2024,British Columbia,Occupations in manufacturing and utilities,"Type of work, all types",6232.337
01-01-2024,British Columbia,Occupations in manufacturing and utilities,Full-time,6232.337
01-01-2024,Yukon,"Total, all occupations","Type of work, all types",6232.337
01-01-2024,Yukon,"Total, all occupations",Full-time,6232.337
01-01-2024,Yukon,"Total, all occupations",Part-time,6232.337
01-01-2024,Yukon,"Business, finance and administration occupations","Type of work, all types",6232.337
01-01-2024,Yukon,"Business, finance and administration occupations",Full-time,6232.337
01-01-2024,Yukon,"Trades, transport and equipment operators and related occupations","Type of work, all types",6232.337
01-01-2024,Yukon,"Trades, transport and equipment operators and related occupations",Full-time,6232.337
01-01-2024,Northwest Territories,"Total, all occupations","Type of work, all types",6232.337
01-01-2024,Northwest Territories,"Total, all occupations",Full-time,6232.337
01-01-2024,Northwest Territories,"Business, finance and administration occupations","Type of work, all types",6232.337
01-01-2024,Northwest Territories,"Business, finance and administration occupations",Full-time,6232.337
01-01-2024,Nunavut,"Total, all occupations","Type of work, all types",6232.337
01-01-2024,Nunavut,"Total, all occupations",Full-time,6232.337
01-01-2024,Nunavut,Sales and service occupations,"Type of work, all types",6232.337
01-01-2024,Nunavut,Sales and service occupations,Full-time,6232.337
04-01-2024,Newfoundland and Labrador,"Total, all occupations","Type of work, all types",6232.337
04-01-2024,Newfoundland and Labrador,"Total, all occupations",Full-time,6232.337
04-01-2024,Newfoundland and Labrador,"Total, all occupations",Part-time,6232.337
04-01-2024,Newfoundland and Labrador,"Business, finance and administration occupations","Type of work, all types",6232.337
04-01-2024,Newfoundland and Labrador,"Business, finance and administration occupations",Full-time,6232.337
04-01-2024,Newfoundland and Labrador,Natural and applied sciences and related occupations,"Type of work, all types",6232.337
04-01-2024,Newfoundland and Labrador,Natural and applied sciences and related occupations,Full-time,6232.337
04-01-2024,Newfoundland and Labrador,Health occupations,"Type of work, all types",6232.337
04-01-2024,Newfoundland and Labrador,Health occupations,Full-time,6232.337
04-01-2024,Newfoundland and Labrador,Health occupations,Part-time,6232.337
04-01-2024,Newfoundland and Labrador,"Occupations in education, law and social, community and government services","Type of work, all types",6232.337
04-01-2024,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Full-time,6232.337
04-01-2024,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Part-time,6232.337
04-01-2024,Newfoundland and Labrador,Sales and service occupations,"Type of work, all types",6232.337
04-01-2024,Newfoundland and Labrador,Sales and service occupations,Full-time,6232.337
04-01-2024,Newfoundland and Labrador,Sales and service occupations,Part-time,6232.337
04-01-2024,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations","Type of work, all types",6232.337
04-01-2024,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Full-time,6232.337
04-01-2024,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Part-time,6232.337
04-01-2024,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations","Type of work, all types",6232.337
04-01-2024,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Full-time,6232.337
04-01-2024,Newfoundland and Labrador,Occupations in manufacturing and utilities,"Type of work, all types",6232.337
04-01-2024,Newfoundland and Labrador,Occupations in manufacturing and utilities,Full-time,6232.337
04-01-2024,Prince Edward Island,"Total, all occupations","Type of work, all types",6232.337
04-01-2024,Prince Edward Island,"Total, all occupations",Full-time,6232.337
04-01-2024,Prince Edward Island,"Total, all occupations",Part-time,6232.337
04-01-2024,Prince Edward Island,"Business, finance and administration occupations","Type of work, all types",6232.337
04-01-2024,Prince Edward Island,"Business, finance and administration occupations",Full-time,6232.337
04-01-2024,Prince Edward Island,Natural and applied sciences and related occupations,"Type of work, all types",6232.337
04-01-2024,Prince Edward Island,Natural and applied sciences and related occupations,Full-time,6232.337
04-01-2024,Prince Edward Island,Health occupations,"Type of work, all types",6232.337
04-01-2024,Prince Edward Island,Health occupations,Full-time,6232.337
04-01-2024,Prince Edward Island,Health occupations,Part-time,6232.337
04-01-2024,Prince Edward Island,"Occupations in education, law and social, community and government services","Type of work, all types",6232.337
04-01-2024,Prince Edward Island,"Occupations in education, law and social, community and government services",Full-time,6232.337
04-01-2024,Prince Edward Island,"Occupations in education, law and social, community and government services",Part-time,6232.337
04-01-2024,Prince Edward Island,Sales and service occupations,"Type of work, all types",6232.337
04-01-2024,Prince Edward Island,Sales and service occupations,Full-time,6232.337
04-01-2024,Prince Edward Island,"Trades, transport and equipment operators and related occupations","Type of work, all types",6232.337
04-01-2024,Prince Edward Island,"Trades, transport and equipment operators and related occupations",Full-time,6232.337
04-01-2024,Prince Edward Island,"Trades, transport and equipment operators and related occupations",Part-time,6232.337
04-01-2024,Prince Edward Island,Occupations in manufacturing and utilities,"Type of work, all types",6232.337
04-01-2024,Prince Edward Island,Occupations in manufacturing and utilities,Full-time,6232.337
04-01-2024,Nova Scotia,"Total, all occupations","Type of work, all types",6232.337
04-01-2024,Nova Scotia,"Total, all occupations",Full-time,6232.337
04-01-2024,Nova Scotia,"Total, all occupations",Part-time,6232.337
04-01-2024,Nova Scotia,"Business, finance and administration occupations","Type of work, all types",6232.337
04-01-2024,Nova Scotia,"Business, finance and administration occupations",Full-time,6232.337
04-01-2024,Nova Scotia,"Business, finance and administration occupations",Part-time,6232.337
04-01-2024,Nova Scotia,Natural and applied sciences and related occupations,"Type of work, all types",6232.337
04-01-2024,Nova Scotia,Natural and applied sciences and related occupations,Full-time,6232.337
04-01-2024,Nova Scotia,Health occupations,"Type of work, all types",6232.337
04-01-2024,Nova Scotia,Health occupations,Full-time,6232.337
04-01-2024,Nova Scotia,Health occupations,Part-time,6232.337
04-01-2024,Nova Scotia,"Occupations in education, law and social, community and government services","Type of work, all types",6232.337
04-01-2024,Nova Scotia,"Occupations in education, law and social, community and government services",Full-time,6232.337
04-01-2024,Nova Scotia,"Occupations in education, law and social, community and government services",Part-time,6232.337
04-01-2024,Nova Scotia,Sales and service occupations,"Type of work, all types",6232.337
04-01-2024,Nova Scotia,Sales and service occupations,Full-time,6232.337
04-01-2024,Nova Scotia,Sales and service occupations,Part-time,6232.337
04-01-2024,Nova Scotia,"Trades, transport and equipment operators and related occupations","Type of work, all types",6232.337
04-01-2024,Nova Scotia,"Trades, transport and equipment operators and related occupations",Full-time,6232.337
04-01-2024,Nova Scotia,"Trades, transport and equipment operators and related occupations",Part-time,6232.337
04-01-2024,Nova Scotia,"Natural resources, agriculture and related production occupations","Type of work, all types",6232.337
04-01-2024,Nova Scotia,"Natural resources, agriculture and related production occupations",Full-time,6232.337
04-01-2024,Nova Scotia,Occupations in manufacturing and utilities,"Type of work, all types",6232.337
04-01-2024,Nova Scotia,Occupations in manufacturing and utilities,Full-time,6232.337
04-01-2024,New Brunswick,"Total, all occupations","Type of work, all types",6232.337
04-01-2024,New Brunswick,"Total, all occupations",Full-time,6232.337
04-01-2024,New Brunswick,"Total, all occupations",Part-time,6232.337
04-01-2024,New Brunswick,"Business, finance and administration occupations","Type of work, all types",6232.337
04-01-2024,New Brunswick,"Business, finance and administration occupations",Full-time,6232.337
04-01-2024,New Brunswick,"Business, finance and administration occupations",Part-time,6232.337
04-01-2024,New Brunswick,Natural and applied sciences and related occupations,"Type of work, all types",6232.337
04-01-2024,New Brunswick,Natural and applied sciences and related occupations,Full-time,6232.337
04-01-2024,New Brunswick,Health occupations,"Type of work, all types",6232.337
04-01-2024,New Brunswick,Health occupations,Full-time,6232.337
04-01-2024,New Brunswick,Health occupations,Part-time,6232.337
04-01-2024,New Brunswick,"Occupations in education, law and social, community and government services","Type of work, all types",6232.337
