ref_date,geo,noc_desc,job_char,predicted_vacancies
2024-01-04,Alberta,"Trades, transport and equipment operators and related occupations",Part-time,2400.9084
2024-01-04,Alberta,"Natural resources, agriculture and related production occupations",Full-time,2334.4856
2024-01-04,Alberta,Occupations in manufacturing and utilities,Full-time,2138.9548
2024-01-04,British Columbia,"Business, finance and administration occupations",Full-time,2117.4668
2024-01-04,British Columbia,"Business, finance and administration occupations",Part-time,2098.526
2024-01-04,British Columbia,Natural and applied sciences and related occupations,Full-time,
2024-01-04,British Columbia,Health occupations,Full-time,2300.6687
2024-01-04,British Columbia,Health occupations,Part-time,2247.7058
2024-01-04,British Columbia,"Occupations in education, law and social, community and government services",Full-time,2238.7073
2024-01-04,British Columbia,"Occupations in education, law and social, community and government services",Part-time,2212.834
2024-01-04,British Columbia,"Occupations in art, culture, recreation and sport",Full-time,2379.1018
2024-01-04,British Columbia,"Occupations in art, culture, recreation and sport",Part-time,2336.0833
2024-01-04,British Columbia,Sales and service occupations,Full-time,2326.742
2024-01-04,British Columbia,Sales and service occupations,Part-time,2274.3967
2024-01-04,British Columbia,"Trades, transport and equipment operators and related occupations",Full-time,2257.5068
2024-01-04,British Columbia,"Trades, transport and equipment operators and related occupations",Part-time,2224.0876
2024-01-04,British Columbia,Occupations in manufacturing and utilities,Full-time,2214.061
2024-01-04,British Columbia,Occupations in manufacturing and utilities,Part-time,
2024-01-04,Yukon,"Business, finance and administration occupations",Full-time,1849.5547
2024-01-04,Yukon,Natural and applied sciences and related occupations,Full-time,1910.6271
2024-01-04,Yukon,Health occupations,Part-time,1782.2169
2024-01-04,Yukon,Sales and service occupations,Full-time,
2024-01-04,Yukon,"Trades, transport and equipment operators and related occupations",Full-time,758.8148
2024-01-04,Northwest Territories,"Business, finance and administration occupations",Full-time,770.3565
2024-01-04,Northwest Territories,Health occupations,Full-time,775.1538
2024-01-04,Northwest Territories,"Occupations in education, law and social, community and government services",Full-time,782.66095
2024-01-04,Northwest Territories,"Occupations in art, culture, recreation and sport",Full-time,601.724
2024-01-04,Northwest Territories,Sales and service occupations,Full-time,611.9693
2024-01-04,Northwest Territories,"Trades, transport and equipment operators and related occupations",Full-time,597.7314
2024-01-04,Northwest Territories,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-04,Nunavut,Sales and service occupations,Full-time,718.39246
2024-01-04,Nunavut,Sales and service occupations,Part-time,712.2212
2025-01-01,Newfoundland and Labrador,"Business, finance and administration occupations",Full-time,735.08124
2025-01-01,Newfoundland and Labrador,"Business, finance and administration occupations",Part-time,751.206
2025-01-01,Newfoundland and Labrador,Natural and applied sciences and related occupations,Full-time,714.60504
2025-01-01,Newfoundland and Labrador,Natural and applied sciences and related occupations,Part-time,719.21735
2025-01-01,Newfoundland and Labrador,Health occupations,Full-time,718.8323
2025-01-01,Newfoundland and Labrador,Health occupations,Part-time,724.7532
2025-01-01,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Full-time,653.52826
2025-01-01,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Part-time,650.9278
2025-01-01,Newfoundland and Labrador,Sales and service occupations,Full-time,646.9074
2025-01-01,Newfoundland and Labrador,Sales and service occupations,Part-time,
2025-01-01,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Full-time,773.5121
2025-01-01,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Part-time,778.34766
2025-01-01,Newfoundland and Labrador,Occupations in manufacturing and utilities,Full-time,786.5281
2025-01-01,Newfoundland and Labrador,Occupations in manufacturing and utilities,Part-time,794.58514
2025-01-01,Newfoundland and Labrador,Legislative and senior management occupations,Full-time,777.3588
2025-01-01,Newfoundland and Labrador,Legislative and senior management occupations,Part-time,785.39716
2025-01-01,Newfoundland and Labrador,"Occupations in art, culture, recreation and sport",Full-time,787.8576
2025-01-01,Newfoundland and Labrador,"Occupations in art, culture, recreation and sport",Part-time,796.26465
2025-01-01,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Full-time,797.42694
2025-01-01,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Part-time,788.3715
2025-01-01,Prince Edward Island,"Business, finance and administration occupations",Full-time,786.0996
2025-01-01,Prince Edward Island,"Business, finance and administration occupations",Part-time,
2025-01-01,Prince Edward Island,Natural and applied sciences and related occupations,Full-time,765.9648
2025-01-01,Prince Edward Island,Natural and applied sciences and related occupations,Part-time,689.6459
2025-01-01,Prince Edward Island,Health occupations,Full-time,719.21716
2025-01-01,Prince Edward Island,Health occupations,Part-time,748.9912
2025-01-01,Prince Edward Island,"Occupations in education, law and social, community and government services",Full-time,785.1039
2025-01-01,Prince Edward Island,"Occupations in education, law and social, community and government services",Part-time,684.6737
2025-01-01,Prince Edward Island,Sales and service occupations,Full-time,706.826
2025-01-01,Prince Edward Island,Sales and service occupations,Part-time,740.0552
2025-01-01,Prince Edward Island,"Trades, transport and equipment operators and related occupations",Full-time,784.0709
2025-01-01,Prince Edward Island,"Trades, transport and equipment operators and related occupations",Part-time,738.0101
2025-01-01,Prince Edward Island,Occupations in manufacturing and utilities,Full-time,729.1293
2025-01-01,Prince Edward Island,Occupations in manufacturing and utilities,Part-time,
2025-01-01,Prince Edward Island,Legislative and senior management occupations,Full-time,807.03436
2025-01-01,Prince Edward Island,Legislative and senior management occupations,Part-time,821.5797
2025-01-01,Prince Edward Island,"Occupations in art, culture, recreation and sport",Full-time,819.7071
2025-01-01,Prince Edward Island,"Occupations in art, culture, recreation and sport",Part-time,829.3926
2025-01-01,Prince Edward Island,"Natural resources, agriculture and related production occupations",Full-time,818.129
2025-01-01,Prince Edward Island,"Natural resources, agriculture and related production occupations",Part-time,831.72174
2025-01-01,Nova Scotia,"Business, finance and administration occupations",Full-time,829.462
2025-01-01,Nova Scotia,"Business, finance and administration occupations",Part-time,838.9334
2025-01-01,Nova Scotia,Natural and applied sciences and related occupations,Full-time,846.0937
2025-01-01,Nova Scotia,Natural and applied sciences and related occupations,Part-time,755.7464
2025-01-01,Nova Scotia,Health occupations,Full-time,733.79254
2025-01-01,Nova Scotia,Health occupations,Part-time,
2025-01-01,Nova Scotia,"Occupations in education, law and social, community and government services",Full-time,720.29626
2025-01-01,Nova Scotia,"Occupations in education, law and social, community and government services",Part-time,725.6106
2025-01-01,Nova Scotia,Sales and service occupations,Full-time,724.59845
2025-01-01,Nova Scotia,Sales and service occupations,Part-time,730.1575
2025-01-01,Nova Scotia,"Trades, transport and equipment operators and related occupations",Full-time,785.8287
2025-01-01,Nova Scotia,"Trades, transport and equipment operators and related occupations",Part-time,689.5225
2025-01-01,Nova Scotia,Occupations in manufacturing and utilities,Full-time,694.97784
2025-01-01,Nova Scotia,Occupations in manufacturing and utilities,Part-time,735.42804
2025-01-01,Nova Scotia,Legislative and senior management occupations,Full-time,788.27856
2025-01-01,Nova Scotia,Legislative and senior management occupations,Part-time,717.5652
2025-01-01,Nova Scotia,"Occupations in art, culture, recreation and sport",Full-time,731.1199
2025-01-01,Nova Scotia,"Occupations in art, culture, recreation and sport",Part-time,747.2313
2025-01-01,Nova Scotia,"Natural resources, agriculture and related production occupations",Full-time,810.7345
2025-01-01,Nova Scotia,"Natural resources, agriculture and related production occupations",Part-time,777.87604
2025-01-01,New Brunswick,"Business, finance and administration occupations",Full-time,764.7468
2025-01-01,New Brunswick,"Business, finance and administration occupations",Part-time,
2025-01-01,New Brunswick,Natural and applied sciences and related occupations,Full-time,1509.578
2025-01-01,New Brunswick,Natural and applied sciences and related occupations,Part-time,1481.1473
2025-01-01,New Brunswick,Health occupations,Full-time,1475.033
2025-01-01,New Brunswick,Health occupations,Part-time,1437.6405
2025-01-01,New Brunswick,"Occupations in education, law and social, community and government services",Full-time,1512.6809
2025-01-01,New Brunswick,"Occupations in education, law and social, community and government services",Part-time,1484.4679
2025-01-01,New Brunswick,Sales and service occupations,Full-time,1478.1932
2025-01-01,New Brunswick,Sales and service occupations,Part-time,1439.2579
2025-01-01,New Brunswick,"Trades, transport and equipment operators and related occupations",Full-time,1306.634
2025-01-01,New Brunswick,"Trades, transport and equipment operators and related occupations",Part-time,1298.4318
2025-01-01,New Brunswick,Occupations in manufacturing and utilities,Full-time,1281.9463
2025-01-01,New Brunswick,Occupations in manufacturing and utilities,Part-time,
2025-01-01,New Brunswick,Legislative and senior management occupations,Full-time,1167.4265
2025-01-01,New Brunswick,Legislative and senior management occupations,Part-time,1230.1736
2025-01-01,New Brunswick,"Occupations in art, culture, recreation and sport",Full-time,1210.6779
2025-01-01,New Brunswick,"Occupations in art, culture, recreation and sport",Part-time,1152.9517
2025-01-01,New Brunswick,"Natural resources, agriculture and related production occupations",Full-time,1165.3394
2025-01-01,New Brunswick,"Natural resources, agriculture and related production occupations",Part-time,1222.265
2025-01-01,Quebec,"Business, finance and administration occupations",Full-time,1200.4896
2025-01-01,Quebec,"Business, finance and administration occupations",Part-time,1146.5223
2025-01-01,Quebec,Natural and applied sciences and related occupations,Full-time,1399.2883
2025-01-01,Quebec,Natural and applied sciences and related occupations,Part-time,1378.0137
2025-01-01,Quebec,Health occupations,Full-time,1371.2278
2025-01-01,Quebec,Health occupations,Part-time,
2025-01-01,Quebec,"Occupations in education, law and social, community and government services",Full-time,1308.3585
2025-01-01,Quebec,"Occupations in education, law and social, community and government services",Part-time,1299.7003
2025-01-01,Quebec,Sales and service occupations,Full-time,1283.6324
2025-01-01,Quebec,Sales and service occupations,Part-time,
2025-01-01,Quebec,"Trades, transport and equipment operators and related occupations",Full-time,1050.834
2025-01-01,Quebec,"Trades, transport and equipment operators and related occupations",Part-time,976.6192
2025-01-01,Quebec,Occupations in manufacturing and utilities,Full-time,960.1388
2025-01-01,Quebec,Occupations in manufacturing and utilities,Part-time,983.1955
2025-01-01,Quebec,Legislative and senior management occupations,Full-time,1009.743
2025-01-01,Quebec,Legislative and senior management occupations,Part-time,1005.18024
2025-01-01,Quebec,"Occupations in art, culture, recreation and sport",Full-time,1003.9837
2025-01-01,Quebec,"Occupations in art, culture, recreation and sport",Part-time,
2025-01-01,Quebec,"Natural resources, agriculture and related production occupations",Full-time,746.0754
2025-01-01,Quebec,"Natural resources, agriculture and related production occupations",Part-time,726.5482
2025-01-01,Ontario,"Business, finance and administration occupations",Full-time,723.50726
2025-01-01,Ontario,"Business, finance and administration occupations",Part-time,699.7887
2025-01-01,Ontario,Natural and applied sciences and related occupations,Full-time,680.1715
2025-01-01,Ontario,Natural and applied sciences and related occupations,Part-time,654.47546
2025-01-01,Ontario,Health occupations,Full-time,647.9776
2025-01-01,Ontario,Health occupations,Part-time,616.5256
2025-01-01,Ontario,"Occupations in education, law and social, community and government services",Full-time,875.3967
2025-01-01,Ontario,"Occupations in education, law and social, community and government services",Part-time,872.55475
2025-01-01,Ontario,Sales and service occupations,Full-time,868.6
2025-01-01,Ontario,Sales and service occupations,Part-time,
2025-01-01,Ontario,"Trades, transport and equipment operators and related occupations",Full-time,1018.2804
2025-01-01,Ontario,"Trades, transport and equipment operators and related occupations",Part-time,1015.02716
2025-01-01,Ontario,Occupations in manufacturing and utilities,Full-time,1015.2714
2025-01-01,Ontario,Occupations in manufacturing and utilities,Part-time,1022.79926
2025-01-01,Ontario,Legislative and senior management occupations,Full-time,1031.0466
2025-01-01,Ontario,Legislative and senior management occupations,Part-time,1034.5884
2025-01-01,Ontario,"Occupations in art, culture, recreation and sport",Full-time,1034.4626
2025-01-01,Ontario,"Occupations in art, culture, recreation and sport",Part-time,1044.4088
2025-01-01,Ontario,"Natural resources, agriculture and related production occupations",Full-time,1045.5934
2025-01-01,Ontario,"Natural resources, agriculture and related production occupations",Part-time,1026.3206
2025-01-01,Manitoba,"Business, finance and administration occupations",Full-time,1022.1086
2025-01-01,Manitoba,"Business, finance and administration occupations",Part-time,
2025-01-01,Manitoba,Natural and applied sciences and related occupations,Full-time,998.2114
2025-01-01,Manitoba,Natural and applied sciences and related occupations,Part-time,897.4741
2025-01-01,Manitoba,Health occupations,Full-time,898.70636
2025-01-01,Manitoba,Health occupations,Part-time,923.62646
2025-01-01,Manitoba,"Occupations in education, law and social, community and government services",Full-time,1005.1513
2025-01-01,Manitoba,"Occupations in education, law and social, community and government services",Part-time,906.7663
2025-01-01,Manitoba,Sales and service occupations,Full-time,925.7974
2025-01-01,Manitoba,Sales and service occupations,Part-time,960.40814
2025-01-01,Manitoba,"Trades, transport and equipment operators and related occupations",Full-time,1009.743
2025-01-01,Manitoba,"Trades, transport and equipment operators and related occupations",Part-time,1005.18024
2025-01-01,Manitoba,Occupations in manufacturing and utilities,Full-time,1003.9837
2025-01-01,Manitoba,Occupations in manufacturing and utilities,Part-time,
2025-01-01,Manitoba,Legislative and senior management occupations,Full-time,1029.1842
2025-01-01,Manitoba,Legislative and senior management occupations,Part-time,1033.5806
2025-01-01,Manitoba,"Occupations in art, culture, recreation and sport",Full-time,1033.5155
2025-01-01,Manitoba,"Occupations in art, culture, recreation and sport",Part-time,1043.377
2025-01-01,Manitoba,"Natural resources, agriculture and related production occupations",Full-time,1034.1558
2025-01-01,Manitoba,"Natural resources, agriculture and related production occupations",Part-time,1041.163
2025-01-01,Saskatchewan,"Business, finance and administration occupations",Full-time,1039.4037
2025-01-01,Saskatchewan,"Business, finance and administration occupations",Part-time,1049.3268
2025-01-01,Saskatchewan,Natural and applied sciences and related occupations,Full-time,861.85675
2025-01-01,Saskatchewan,Natural and applied sciences and related occupations,Part-time,866.6215
2025-01-01,Saskatchewan,Health occupations,Full-time,855.03864
2025-01-01,Saskatchewan,Health occupations,Part-time,
2025-01-01,Saskatchewan,"Occupations in education, law and social, community and government services",Full-time,786.66406
2025-01-01,Saskatchewan,"Occupations in education, law and social, community and government services",Part-time,761.18335
2025-01-01,Saskatchewan,Sales and service occupations,Full-time,756.9116
2025-01-01,Saskatchewan,Sales and service occupations,Part-time,739.9155
2025-01-01,Saskatchewan,"Trades, transport and equipment operators and related occupations",Full-time,1372.2335
2025-01-01,Saskatchewan,"Trades, transport and equipment operators and related occupations",Part-time,1422.734
2025-01-01,Saskatchewan,Occupations in manufacturing and utilities,Full-time,1380.5222
2025-01-01,Saskatchewan,Occupations in manufacturing and utilities,Part-time,1373.7401
2025-01-01,Saskatchewan,Legislative and senior management occupations,Full-time,1497.5721
2025-01-01,Saskatchewan,Legislative and senior management occupations,Part-time,1504.5833
2025-01-01,Saskatchewan,"Occupations in art, culture, recreation and sport",Full-time,1496.6146
2025-01-01,Saskatchewan,"Occupations in art, culture, recreation and sport",Part-time,1447.7505
2025-01-01,Saskatchewan,"Natural resources, agriculture and related production occupations",Full-time,1636.8141
2025-01-01,Saskatchewan,"Natural resources, agriculture and related production occupations",Part-time,1615.0653
2025-01-01,Alberta,"Business, finance and administration occupations",Full-time,1608.1447
2025-01-01,Alberta,"Business, finance and administration occupations",Part-time,
2025-01-01,Alberta,Natural and applied sciences and related occupations,Full-time,1662.7183
2025-01-01,Alberta,Natural and applied sciences and related occupations,Part-time,1627.4993
2025-01-01,Alberta,Health occupations,Full-time,1621.5613
2025-01-01,Alberta,Health occupations,Part-time,1605.6277
2025-01-01,Alberta,"Occupations in education, law and social, community and government services",Full-time,1715.996
2025-01-01,Alberta,"Occupations in education, law and social, community and government services",Part-time,1687.7421
2025-01-01,Alberta,Sales and service occupations,Full-time,1681.5997
2025-01-01,Alberta,Sales and service occupations,Part-time,1647.135
2025-01-01,Alberta,"Trades, transport and equipment operators and related occupations",Full-time,1487.7657
2025-01-01,Alberta,"Trades, transport and equipment operators and related occupations",Part-time,1488.8007
2025-01-01,Alberta,Occupations in manufacturing and utilities,Full-time,1437.6703
2025-01-01,Alberta,Occupations in manufacturing and utilities,Part-time,
2025-01-01,Alberta,Legislative and senior management occupations,Full-time,1509.2849
2025-01-01,Alberta,Legislative and senior management occupations,Part-time,1508.9935
2025-01-01,Alberta,"Occupations in art, culture, recreation and sport",Full-time,1500.5999
2025-01-01,Alberta,"Occupations in art, culture, recreation and sport",Part-time,1452.1115
2025-01-01,Alberta,"Natural resources, agriculture and related production occupations",Full-time,1605.987
2025-01-01,Alberta,"Natural resources, agriculture and related production occupations",Part-time,1586.8269
2025-01-01,British Columbia,"Business, finance and administration occupations",Full-time,1577.2489
2025-01-01,British Columbia,"Business, finance and administration occupations",Part-time,1518.369
2025-01-01,British Columbia,Natural and applied sciences and related occupations,Full-time,1186.5359
2025-01-01,British Columbia,Natural and applied sciences and related occupations,Part-time,1201.5151
2025-01-01,British Columbia,Health occupations,Full-time,1178.4233
2025-01-01,British Columbia,Health occupations,Part-time,
2025-01-01,British Columbia,"Occupations in education, law and social, community and government services",Full-time,1007.02313
2025-01-01,British Columbia,"Occupations in education, law and social, community and government services",Part-time,1003.2929
2025-01-01,British Columbia,Sales and service occupations,Full-time,1002.3764
2025-01-01,British Columbia,Sales and service occupations,Part-time,
2025-01-01,British Columbia,"Trades, transport and equipment operators and related occupations",Full-time,5.7526917
2025-01-01,British Columbia,"Trades, transport and equipment operators and related occupations",Part-time,5.2702575
2025-01-01,British Columbia,Occupations in manufacturing and utilities,Full-time,0.42503303
2025-01-01,British Columbia,Occupations in manufacturing and utilities,Part-time,
2025-01-01,British Columbia,Legislative and senior management occupations,Full-time,14558.741
2025-01-01,British Columbia,Legislative and senior management occupations,Part-time,14384.394
2025-01-01,British Columbia,"Occupations in art, culture, recreation and sport",Full-time,14346.236
2025-01-01,British Columbia,"Occupations in art, culture, recreation and sport",Part-time,14126.941
2025-01-01,British Columbia,"Natural resources, agriculture and related production occupations",Full-time,11195.456
2025-01-01,British Columbia,"Natural resources, agriculture and related production occupations",Part-time,11299.113
2025-01-01,Yukon,"Business, finance and administration occupations",Full-time,11154.843
2025-01-01,Yukon,"Business, finance and administration occupations",Part-time,
2025-01-01,Yukon,Natural and applied sciences and related occupations,Full-time,9972.062
2025-01-01,Yukon,Natural and applied sciences and related occupations,Part-time,10042.28
2025-01-01,Yukon,Health occupations,Full-time,10059.413
2025-01-01,Yukon,Health occupations,Part-time,10095.0625
2025-01-01,Yukon,"Occupations in education, law and social, community and government services",Full-time,9869.995
2025-01-01,Yukon,"Occupations in education, law and social, community and government services",Part-time,9970.435
2025-01-01,Yukon,Sales and service occupations,Full-time,10006.219
2025-01-01,Yukon,Sales and service occupations,Part-time,10046.706
2025-01-01,Yukon,"Trades, transport and equipment operators and related occupations",Full-time,9495.765
2025-01-01,Yukon,"Trades, transport and equipment operators and related occupations",Part-time,9404.753
2025-01-01,Yukon,Occupations in manufacturing and utilities,Full-time,9395.946
2025-01-01,Yukon,Occupations in manufacturing and utilities,Part-time,
2025-01-01,Yukon,Legislative and senior management occupations,Full-time,9957.762
2025-01-01,Yukon,Legislative and senior management occupations,Part-time,10005.893
2025-01-01,Yukon,"Occupations in art, culture, recreation and sport",Full-time,10065.599
2025-01-01,Yukon,"Occupations in art, culture, recreation and sport",Part-time,10117.44
2025-01-01,Yukon,"Natural resources, agriculture and related production occupations",Full-time,9919.031
2025-01-01,Yukon,"Natural resources, agriculture and related production occupations",Part-time,9991.697
2025-01-01,Nunavut,"Business, finance and administration occupations",Full-time,10021.914
2025-01-01,Nunavut,"Business, finance and administration occupations",Part-time,10069.128
2025-01-01,Nunavut,Natural and applied sciences and related occupations,Full-time,9891.055
2025-01-01,Nunavut,Natural and applied sciences and related occupations,Part-time,9907.239
2025-01-01,Nunavut,Health occupations,Full-time,9932.357
2025-01-01,Nunavut,Health occupations,Part-time,
2025-01-01,Nunavut,"Occupations in education, law and social, community and government services",Full-time,10065.924
2025-01-01,Nunavut,"Occupations in education, law and social, community and government services",Part-time,10054.771
2025-01-01,Nunavut,Sales and service occupations,Full-time,10071.898
2025-01-01,Nunavut,Sales and service occupations,Part-time,10111.894
2025-01-01,Nunavut,"Trades, transport and equipment operators and related occupations",Full-time,10186.251
2025-01-01,Nunavut,"Trades, transport and equipment operators and related occupations",Part-time,10211.071
2025-01-01,Nunavut,Occupations in manufacturing and utilities,Full-time,10213.911
2025-01-01,Nunavut,Occupations in manufacturing and utilities,Part-time,10273.972
2025-01-01,Nunavut,Legislative and senior management occupations,Full-time,9923.71
2025-01-01,Nunavut,Legislative and senior management occupations,Part-time,9935.953
2025-01-01,Nunavut,"Occupations in art, culture, recreation and sport",Full-time,9950.51
2025-01-01,Nunavut,"Occupations in art, culture, recreation and sport",Part-time,
2025-01-01,Nunavut,"Natural resources, agriculture and related production occupations",Full-time,10092.726
2025-01-01,Nunavut,"Natural resources, agriculture and related production occupations",Part-time,9852.009
2025-01-01,Northwest Territories,"Business, finance and administration occupations",Full-time,9763.25
2025-01-01,Northwest Territories,"Business, finance and administration occupations",Part-time,9857.299
2025-01-01,Northwest Territories,Natural and applied sciences and related occupations,Full-time,10377.766
2025-01-01,Northwest Territories,Natural and applied sciences and related occupations,Part-time,9890.252
2025-01-01,Northwest Territories,Health occupations,Full-time,9771.909
2025-01-01,Northwest Territories,Health occupations,Part-time,9871.544
2025-01-01,Northwest Territories,"Occupations in education, law and social, community and government services",Full-time,9930.277
2025-01-01,Northwest Territories,"Occupations in education, law and social, community and government services",Part-time,9940.751
2025-01-01,Northwest Territories,Sales and service occupations,Full-time,9953.943
2025-01-01,Northwest Territories,Sales and service occupations,Part-time,
2025-01-01,Northwest Territories,"Trades, transport and equipment operators and related occupations",Full-time,9841.348
2025-01-01,Northwest Territories,"Trades, transport and equipment operators and related occupations",Part-time,9966.093
2025-01-01,Northwest Territories,Occupations in manufacturing and utilities,Full-time,9985.425
2025-01-01,Northwest Territories,Occupations in manufacturing and utilities,Part-time,10010.22
2025-01-01,Northwest Territories,Legislative and senior management occupations,Full-time,10515.749
2025-01-01,Northwest Territories,Legislative and senior management occupations,Part-time,10017.188
2025-01-01,Northwest Territories,"Occupations in art, culture, recreation and sport",Full-time,9884.316
2025-01-01,Northwest Territories,"Occupations in art, culture, recreation and sport",Part-time,9866.59
2025-01-01,Northwest Territories,"Natural resources, agriculture and related production occupations",Full-time,10396.746
2025-01-01,Northwest Territories,"Natural resources, agriculture and related production occupations",Part-time,9910.711
2025-04-01,Newfoundland and Labrador,"Business, finance and administration occupations",Full-time,9789.44
2025-04-01,Newfoundland and Labrador,"Business, finance and administration occupations",Part-time,9870.073
2025-04-01,Newfoundland and Labrador,Natural and applied sciences and related occupations,Full-time,13948.977
2025-04-01,Newfoundland and Labrador,Natural and applied sciences and related occupations,Part-time,13815.094
2025-04-01,Newfoundland and Labrador,Health occupations,Full-time,13772.42
2025-04-01,Newfoundland and Labrador,Health occupations,Part-time,
2025-04-01,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Full-time,14025.615
2025-04-01,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Part-time,13881.116
2025-04-01,Newfoundland and Labrador,Sales and service occupations,Full-time,13840.936
2025-04-01,Newfoundland and Labrador,Sales and service occupations,Part-time,13810.134
2025-04-01,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Full-time,14604.435
2025-04-01,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Part-time,14428.97
2025-04-01,Newfoundland and Labrador,Occupations in manufacturing and utilities,Full-time,14390.541
2025-04-01,Newfoundland and Labrador,Occupations in manufacturing and utilities,Part-time,14162.751
2025-04-01,Newfoundland and Labrador,Legislative and senior management occupations,Full-time,14015.839
2025-04-01,Newfoundland and Labrador,Legislative and senior management occupations,Part-time,13879.263
2025-04-01,Newfoundland and Labrador,"Occupations in art, culture, recreation and sport",Full-time,13842.721
2025-04-01,Newfoundland and Labrador,"Occupations in art, culture, recreation and sport",Part-time,
2025-04-01,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Full-time,14310.574
2025-04-01,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Part-time,14107.986
2025-04-01,Prince Edward Island,"Business, finance and administration occupations",Full-time,14071.607
2025-04-01,Prince Edward Island,"Business, finance and administration occupations",Part-time,13969.241
2025-04-01,Prince Edward Island,Natural and applied sciences and related occupations,Full-time,14571.029
2025-04-01,Prince Edward Island,Natural and applied sciences and related occupations,Part-time,14396.504
2025-04-01,Prince Edward Island,Health occupations,Full-time,14358.266
2025-04-01,Prince Edward Island,Health occupations,Part-time,14136.935
2025-04-01,Prince Edward Island,"Occupations in education, law and social, community and government services",Full-time,13602.817
2025-04-01,Prince Edward Island,"Occupations in education, law and social, community and government services",Part-time,13495.532
2025-04-01,Prince Edward Island,Sales and service occupations,Full-time,13434.578
2025-04-01,Prince Edward Island,Sales and service occupations,Part-time,
2025-04-01,Prince Edward Island,"Trades, transport and equipment operators and related occupations",Full-time,10135.52
2025-04-01,Prince Edward Island,"Trades, transport and equipment operators and related occupations",Part-time,9931.202
2025-04-01,Prince Edward Island,Occupations in manufacturing and utilities,Full-time,9833.123
2025-04-01,Prince Edward Island,Occupations in manufacturing and utilities,Part-time,
2025-04-01,Prince Edward Island,Legislative and senior management occupations,Full-time,6596.1562
2025-04-01,Prince Edward Island,Legislative and senior management occupations,Part-time,6172.4575
2025-04-01,Prince Edward Island,"Occupations in art, culture, recreation and sport",Full-time,6256.2666
2025-04-01,Prince Edward Island,"Occupations in art, culture, recreation and sport",Part-time,6404.6597
2025-04-01,Prince Edward Island,"Natural resources, agriculture and related production occupations",Full-time,9288.682
2025-04-01,Prince Edward Island,"Natural resources, agriculture and related production occupations",Part-time,9196.438
2025-04-01,Nova Scotia,"Business, finance and administration occupations",Full-time,9166.679
2025-04-01,Nova Scotia,"Business, finance and administration occupations",Part-time,
2025-04-01,Nova Scotia,Natural and applied sciences and related occupations,Full-time,6569.461
2025-04-01,Nova Scotia,Natural and applied sciences and related occupations,Part-time,6543.133
2025-04-01,Nova Scotia,Health occupations,Full-time,6596.3994
2025-04-01,Nova Scotia,Health occupations,Part-time,6645.721
2025-04-01,Nova Scotia,"Occupations in education, law and social, community and government services",Full-time,6710.18
2025-04-01,Nova Scotia,"Occupations in education, law and social, community and government services",Part-time,6754.516
2025-04-01,Nova Scotia,Sales and service occupations,Full-time,6746.483
2025-04-01,Nova Scotia,Sales and service occupations,Part-time,6789.0327
2025-04-01,Nova Scotia,"Trades, transport and equipment operators and related occupations",Full-time,6214.5884
2025-04-01,Nova Scotia,"Trades, transport and equipment operators and related occupations",Part-time,6192.862
2025-04-01,Nova Scotia,Occupations in manufacturing and utilities,Full-time,6300.1304
2025-04-01,Nova Scotia,Occupations in manufacturing and utilities,Part-time,
2025-04-01,Nova Scotia,Legislative and senior management occupations,Full-time,6565.723
2025-04-01,Nova Scotia,Legislative and senior management occupations,Part-time,6699.7197
2025-04-01,Nova Scotia,"Occupations in art, culture, recreation and sport",Full-time,6735.3774
2025-04-01,Nova Scotia,"Occupations in art, culture, recreation and sport",Part-time,6789.6606
2025-04-01,Nova Scotia,"Natural resources, agriculture and related production occupations",Full-time,6835.7095
2025-04-01,Nova Scotia,"Natural resources, agriculture and related production occupations",Part-time,6841.1685
2025-04-01,New Brunswick,"Business, finance and administration occupations",Full-time,6814.4043
2025-04-01,New Brunswick,"Business, finance and administration occupations",Part-time,6816.992
2025-04-01,New Brunswick,Natural and applied sciences and related occupations,Full-time,6719.1187
2025-04-01,New Brunswick,Natural and applied sciences and related occupations,Part-time,6502.6494
2025-04-01,New Brunswick,Health occupations,Full-time,6433.019
2025-04-01,New Brunswick,Health occupations,Part-time,
2025-04-01,New Brunswick,"Occupations in education, law and social, community and government services",Full-time,6580.9834
2025-04-01,New Brunswick,"Occupations in education, law and social, community and government services",Part-time,6595.582
2025-04-01,New Brunswick,Sales and service occupations,Full-time,6629.8984
2025-04-01,New Brunswick,Sales and service occupations,Part-time,6665.169
2025-04-01,New Brunswick,"Trades, transport and equipment operators and related occupations",Full-time,6632.611
2025-04-01,New Brunswick,"Trades, transport and equipment operators and related occupations",Part-time,6660.4336
