ref_date,geo,noc_desc,job_char,predicted_vacancies
2023-01-10,Manitoba,"Trades, transport and equipment operators and related occupations",Full-time,
2023-01-10,Manitoba,"Trades, transport and equipment operators and related occupations",Part-time,
2023-01-10,Manitoba,"Natural resources, agriculture and related production occupations",Full-time,1615.6792
2023-01-10,Manitoba,Occupations in manufacturing and utilities,Full-time,1498.2764
2023-01-10,Saskatchewan,"Business, finance and administration occupations",Full-time,1430.009
2023-01-10,Saskatchewan,"Business, finance and administration occupations",Part-time,1415.5525
2023-01-10,Saskatchewan,Natural and applied sciences and related occupations,Full-time,1414.0452
2023-01-10,Saskatchewan,Natural and applied sciences and related occupations,Part-time,1408.6917
2023-01-10,Saskatchewan,Health occupations,Full-time,1381.2593
2023-01-10,Saskatchewan,Health occupations,Part-time,1319.5205
2023-01-10,Saskatchewan,"Occupations in education, law and social, community and government services",Full-time,1604.94
2023-01-10,Saskatchewan,"Occupations in education, law and social, community and government services",Part-time,1484.4346
2023-01-10,Saskatchewan,"Occupations in art, culture, recreation and sport",Part-time,1420.5911
2023-01-10,Saskatchewan,Sales and service occupations,Full-time,1407.763
2023-01-10,Saskatchewan,Sales and service occupations,Part-time,1400.6272
2023-01-10,Saskatchewan,"Trades, transport and equipment operators and related occupations",Full-time,1370.7468
2023-01-10,Saskatchewan,"Trades, transport and equipment operators and related occupations",Part-time,
2023-01-10,Saskatchewan,"Natural resources, agriculture and related production occupations",Full-time,
2023-01-10,Saskatchewan,Occupations in manufacturing and utilities,Full-time,1611.5032
2023-01-10,Alberta,"Business, finance and administration occupations",Full-time,1489.258
2023-01-10,Alberta,"Business, finance and administration occupations",Part-time,1423.3989
2023-01-10,Alberta,Natural and applied sciences and related occupations,Full-time,
2023-01-10,Alberta,Health occupations,Full-time,
2023-01-10,Alberta,Health occupations,Part-time,
2023-01-10,Alberta,"Occupations in education, law and social, community and government services",Full-time,
2023-01-10,Alberta,"Occupations in education, law and social, community and government services",Part-time,
2023-01-10,Alberta,"Occupations in art, culture, recreation and sport",Part-time,1592.0806
2023-01-10,Alberta,Sales and service occupations,Full-time,1475.8894
2023-01-10,Alberta,Sales and service occupations,Part-time,1414.3342
2023-01-10,Alberta,"Trades, transport and equipment operators and related occupations",Full-time,1402.7627
2023-01-10,Alberta,"Trades, transport and equipment operators and related occupations",Part-time,1401.2708
2023-01-10,Alberta,"Natural resources, agriculture and related production occupations",Full-time,1395.467
2023-01-10,Alberta,Occupations in manufacturing and utilities,Full-time,1365.6611
2023-01-10,Alberta,Occupations in manufacturing and utilities,Part-time,1299.4551
2023-01-10,British Columbia,"Business, finance and administration occupations",Full-time,1413.7769
2023-01-10,British Columbia,"Business, finance and administration occupations",Part-time,1343.2852
2023-01-10,British Columbia,Natural and applied sciences and related occupations,Full-time,1304.3535
2023-01-10,British Columbia,Health occupations,Full-time,1287.5325
2023-01-10,British Columbia,Health occupations,Part-time,1282.8367
2023-01-10,British Columbia,"Occupations in education, law and social, community and government services",Full-time,1254.8701
2023-01-10,British Columbia,"Occupations in education, law and social, community and government services",Part-time,
2023-01-10,British Columbia,"Occupations in art, culture, recreation and sport",Full-time,
2023-01-10,British Columbia,"Occupations in art, culture, recreation and sport",Part-time,1463.6633
2023-01-10,British Columbia,Sales and service occupations,Full-time,1400.9683
2023-01-10,British Columbia,Sales and service occupations,Part-time,1379.9746
2023-01-10,British Columbia,"Trades, transport and equipment operators and related occupations",Full-time,
2023-01-10,British Columbia,"Trades, transport and equipment operators and related occupations",Part-time,
2023-01-10,British Columbia,"Natural resources, agriculture and related production occupations",Full-time,
2023-01-10,British Columbia,Occupations in manufacturing and utilities,Full-time,
2023-01-10,British Columbia,Occupations in manufacturing and utilities,Part-time,
2023-01-10,Yukon,Sales and service occupations,Full-time,1611.8579
2023-01-10,Northwest Territories,"Business, finance and administration occupations",Full-time,1489.5103
2023-01-10,Northwest Territories,"Occupations in education, law and social, community and government services",Full-time,1423.5393
2023-01-10,Nunavut,"Business, finance and administration occupations",Full-time,
2023-01-10,Nunavut,"Business, finance and administration occupations",Part-time,
2023-01-10,Nunavut,Natural and applied sciences and related occupations,Full-time,
2023-01-10,Nunavut,Natural and applied sciences and related occupations,Part-time,
2023-01-10,Nunavut,Sales and service occupations,Full-time,
2023-01-10,Nunavut,"Trades, transport and equipment operators and related occupations",Full-time,1037.8235
2024-01-01,Newfoundland and Labrador,"Business, finance and administration occupations",Full-time,997.53217
2024-01-01,Newfoundland and Labrador,"Business, finance and administration occupations",Part-time,996.3337
2024-01-01,Newfoundland and Labrador,Natural and applied sciences and related occupations,Full-time,994.1796
2024-01-01,Newfoundland and Labrador,Health occupations,Full-time,990.1882
2024-01-01,Newfoundland and Labrador,Health occupations,Part-time,973.45087
2024-01-01,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Full-time,
2024-01-01,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Part-time,
2024-01-01,Newfoundland and Labrador,Sales and service occupations,Full-time,440.9177
2024-01-01,Newfoundland and Labrador,Sales and service occupations,Part-time,481.72165
2024-01-01,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Full-time,469.0781
2024-01-01,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-01,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Part-time,
2024-01-01,Prince Edward Island,"Business, finance and administration occupations",Full-time,
2024-01-01,Prince Edward Island,"Business, finance and administration occupations",Part-time,
2024-01-01,Prince Edward Island,Natural and applied sciences and related occupations,Full-time,
2024-01-01,Prince Edward Island,Health occupations,Full-time,410.54245
2024-01-01,Prince Edward Island,Health occupations,Part-time,490.60764
2024-01-01,Prince Edward Island,"Occupations in education, law and social, community and government services",Full-time,526.98676
2024-01-01,Prince Edward Island,"Occupations in education, law and social, community and government services",Part-time,562.3327
2024-01-01,Prince Edward Island,Sales and service occupations,Full-time,566.59076
2024-01-01,Nova Scotia,"Business, finance and administration occupations",Full-time,584.3798
2024-01-01,Nova Scotia,"Business, finance and administration occupations",Part-time,596.94403
2024-01-01,Nova Scotia,Natural and applied sciences and related occupations,Full-time,600.96136
2024-01-01,Nova Scotia,Health occupations,Full-time,514.97186
2024-01-01,Nova Scotia,Health occupations,Part-time,543.99115
2024-01-01,Nova Scotia,"Occupations in education, law and social, community and government services",Full-time,595.23065
2024-01-01,Nova Scotia,"Occupations in education, law and social, community and government services",Part-time,601.6445
2024-01-01,Nova Scotia,Sales and service occupations,Full-time,608.9892
2024-01-01,Nova Scotia,Sales and service occupations,Part-time,625.0568
2024-01-01,Nova Scotia,"Trades, transport and equipment operators and related occupations",Full-time,
2024-01-01,Nova Scotia,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-01,Nova Scotia,Occupations in manufacturing and utilities,Full-time,461.94577
2024-01-01,New Brunswick,"Business, finance and administration occupations",Full-time,491.23972
2024-01-01,New Brunswick,"Business, finance and administration occupations",Part-time,477.70358
2024-01-01,New Brunswick,Natural and applied sciences and related occupations,Full-time,
2024-01-01,New Brunswick,Health occupations,Full-time,
2024-01-01,New Brunswick,Health occupations,Part-time,
2024-01-01,New Brunswick,"Occupations in education, law and social, community and government services",Full-time,
2024-01-01,New Brunswick,"Occupations in education, law and social, community and government services",Part-time,
2024-01-01,New Brunswick,"Occupations in art, culture, recreation and sport",Full-time,410.49728
2024-01-01,New Brunswick,Sales and service occupations,Full-time,490.5754
2024-01-01,New Brunswick,Sales and service occupations,Part-time,526.95404
2024-01-01,New Brunswick,"Trades, transport and equipment operators and related occupations",Full-time,562.3078
2024-01-01,New Brunswick,Occupations in manufacturing and utilities,Full-time,566.56903
2024-01-01,Quebec,Legislative and senior management occupations,Full-time,584.3593
2024-01-01,Quebec,"Business, finance and administration occupations",Full-time,596.9245
2024-01-01,Quebec,"Business, finance and administration occupations",Part-time,600.94257
2024-01-01,Quebec,Natural and applied sciences and related occupations,Full-time,651.34906
2024-01-01,Quebec,Natural and applied sciences and related occupations,Part-time,663.1098
2024-01-01,Quebec,Health occupations,Full-time,672.32196
2024-01-01,Quebec,Health occupations,Part-time,663.44794
2024-01-01,Quebec,"Occupations in education, law and social, community and government services",Full-time,663.0058
2024-01-01,Quebec,"Occupations in education, law and social, community and government services",Part-time,682.5983
2024-01-01,Quebec,"Occupations in art, culture, recreation and sport",Full-time,
2024-01-01,Quebec,"Occupations in art, culture, recreation and sport",Part-time,
2024-01-01,Quebec,Sales and service occupations,Full-time,459.04782
2024-01-01,Quebec,Sales and service occupations,Part-time,488.73654
2024-01-01,Quebec,"Trades, transport and equipment operators and related occupations",Full-time,474.96725
2024-01-01,Quebec,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-01,Quebec,"Natural resources, agriculture and related production occupations",Full-time,
2024-01-01,Quebec,Occupations in manufacturing and utilities,Full-time,
2024-01-01,Ontario,Legislative and senior management occupations,Full-time,
2024-01-01,Ontario,"Business, finance and administration occupations",Full-time,
2024-01-01,Ontario,"Business, finance and administration occupations",Part-time,648.97675
2024-01-01,Ontario,Natural and applied sciences and related occupations,Full-time,684.46063
2024-01-01,Ontario,Natural and applied sciences and related occupations,Part-time,706.77997
2024-01-01,Ontario,Health occupations,Full-time,700.2343
2024-01-01,Ontario,Health occupations,Part-time,685.6181
2024-01-01,Ontario,"Occupations in education, law and social, community and government services",Full-time,696.0932
2024-01-01,Ontario,"Occupations in education, law and social, community and government services",Part-time,707.11127
2024-01-01,Ontario,"Occupations in art, culture, recreation and sport",Full-time,719.83124
2024-01-01,Ontario,"Occupations in art, culture, recreation and sport",Part-time,1265.4053
2024-01-01,Ontario,Sales and service occupations,Full-time,1197.1716
2024-01-01,Ontario,Sales and service occupations,Part-time,1160.846
2024-01-01,Ontario,"Trades, transport and equipment operators and related occupations",Full-time,1153.5845
2024-01-01,Ontario,"Trades, transport and equipment operators and related occupations",Part-time,1149.5933
2024-01-01,Ontario,"Natural resources, agriculture and related production occupations",Full-time,1132.8567
2024-01-01,Ontario,"Natural resources, agriculture and related production occupations",Part-time,
2024-01-01,Ontario,Occupations in manufacturing and utilities,Full-time,
2024-01-01,Manitoba,"Business, finance and administration occupations",Full-time,667.529
2024-01-01,Manitoba,"Business, finance and administration occupations",Part-time,686.84564
2024-01-01,Manitoba,Natural and applied sciences and related occupations,Full-time,703.81586
2024-01-01,Manitoba,Health occupations,Full-time,
2024-01-01,Manitoba,Health occupations,Part-time,
2024-01-01,Manitoba,"Occupations in education, law and social, community and government services",Full-time,
2024-01-01,Manitoba,"Occupations in education, law and social, community and government services",Part-time,
2024-01-01,Manitoba,"Occupations in art, culture, recreation and sport",Full-time,
2024-01-01,Manitoba,Sales and service occupations,Full-time,412.6152
2024-01-01,Manitoba,Sales and service occupations,Part-time,491.91745
2024-01-01,Manitoba,"Trades, transport and equipment operators and related occupations",Full-time,528.257
2024-01-01,Manitoba,Occupations in manufacturing and utilities,Full-time,563.2861
2024-01-01,Saskatchewan,"Business, finance and administration occupations",Full-time,567.4743
2024-01-01,Saskatchewan,"Business, finance and administration occupations",Part-time,585.25214
2024-01-01,Saskatchewan,Natural and applied sciences and related occupations,Full-time,597.79974
2024-01-01,Saskatchewan,"Occupations in education, law and social, community and government services",Full-time,601.7873
2024-01-01,Saskatchewan,"Occupations in education, law and social, community and government services",Part-time,461.34616
2024-01-01,Saskatchewan,"Occupations in art, culture, recreation and sport",Part-time,490.95724
2024-01-01,Saskatchewan,Sales and service occupations,Full-time,477.50827
2024-01-01,Saskatchewan,Sales and service occupations,Part-time,493.8264
2024-01-01,Saskatchewan,"Trades, transport and equipment operators and related occupations",Full-time,503.24142
2024-01-01,Saskatchewan,"Trades, transport and equipment operators and related occupations",Part-time,520.4152
2024-01-01,Saskatchewan,"Natural resources, agriculture and related production occupations",Full-time,
2024-01-01,Saskatchewan,Occupations in manufacturing and utilities,Full-time,
2024-01-01,Alberta,"Business, finance and administration occupations",Full-time,441.48483
2024-01-01,Alberta,"Business, finance and administration occupations",Part-time,482.16965
2024-01-01,Alberta,Natural and applied sciences and related occupations,Full-time,469.51218
2024-01-01,Alberta,Health occupations,Full-time,
2024-01-01,Alberta,Health occupations,Part-time,
2024-01-01,Alberta,"Occupations in education, law and social, community and government services",Full-time,
2024-01-01,Alberta,"Occupations in education, law and social, community and government services",Part-time,
2024-01-01,Alberta,"Occupations in art, culture, recreation and sport",Full-time,
2024-01-01,Alberta,"Occupations in art, culture, recreation and sport",Part-time,410.61252
2024-01-01,Alberta,Sales and service occupations,Full-time,490.65353
2024-01-01,Alberta,Sales and service occupations,Part-time,527.0329
2024-01-01,Alberta,"Trades, transport and equipment operators and related occupations",Full-time,562.3676
2024-01-01,Alberta,"Trades, transport and equipment operators and related occupations",Part-time,566.6215
2024-01-01,Alberta,"Natural resources, agriculture and related production occupations",Full-time,584.4096
2024-01-01,Alberta,Occupations in manufacturing and utilities,Full-time,596.97284
2024-01-01,British Columbia,"Business, finance and administration occupations",Full-time,600.9892
2024-01-01,British Columbia,"Business, finance and administration occupations",Part-time,954.94305
2024-01-01,British Columbia,Natural and applied sciences and related occupations,Full-time,893.7851
2024-01-01,British Columbia,Health occupations,Full-time,862.6589
2024-01-01,British Columbia,Health occupations,Part-time,853.16205
2024-01-01,British Columbia,"Occupations in education, law and social, community and government services",Full-time,854.1457
2024-01-01,British Columbia,"Occupations in education, law and social, community and government services",Part-time,855.23627
2024-01-01,British Columbia,"Occupations in art, culture, recreation and sport",Full-time,855.352
2024-01-01,British Columbia,"Occupations in art, culture, recreation and sport",Part-time,855.37177
2024-01-01,British Columbia,Sales and service occupations,Full-time,1008.9853
2024-01-01,British Columbia,Sales and service occupations,Part-time,937.1225
2024-01-01,British Columbia,"Trades, transport and equipment operators and related occupations",Full-time,918.3747
2024-01-01,British Columbia,"Trades, transport and equipment operators and related occupations",Part-time,926.2575
2024-01-01,British Columbia,"Natural resources, agriculture and related production occupations",Full-time,923.8073
2024-01-01,British Columbia,Occupations in manufacturing and utilities,Full-time,912.6308
2024-01-01,Yukon,"Business, finance and administration occupations",Full-time,
2024-01-01,Yukon,"Trades, transport and equipment operators and related occupations",Full-time,
2024-01-01,Northwest Territories,"Business, finance and administration occupations",Full-time,1264.3601
2024-01-01,Nunavut,Sales and service occupations,Full-time,1196.5354
2024-01-04,Newfoundland and Labrador,"Business, finance and administration occupations",Full-time,1160.5632
2024-01-04,Newfoundland and Labrador,Natural and applied sciences and related occupations,Full-time,
2024-01-04,Newfoundland and Labrador,Health occupations,Full-time,
2024-01-04,Newfoundland and Labrador,Health occupations,Part-time,
2024-01-04,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Full-time,
2024-01-04,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Part-time,
2024-01-04,Newfoundland and Labrador,Sales and service occupations,Full-time,1259.6353
2024-01-04,Newfoundland and Labrador,Sales and service occupations,Part-time,1194.3877
2024-01-04,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Full-time,1159.0234
2024-01-04,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Part-time,1152.2349
2024-01-04,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Full-time,1151.2986
2024-01-04,Newfoundland and Labrador,Occupations in manufacturing and utilities,Full-time,1148.0869
2024-01-04,Prince Edward Island,"Business, finance and administration occupations",Full-time,1131.6174
2024-01-04,Prince Edward Island,Natural and applied sciences and related occupations,Full-time,1094.9946
2024-01-04,Prince Edward Island,Health occupations,Full-time,1265.0774
2024-01-04,Prince Edward Island,Health occupations,Part-time,1196.9463
2024-01-04,Prince Edward Island,"Occupations in education, law and social, community and government services",Full-time,1160.7197
2024-01-04,Prince Edward Island,"Occupations in education, law and social, community and government services",Part-time,1153.4785
2024-01-04,Prince Edward Island,Sales and service occupations,Full-time,1149.4805
2024-01-04,Prince Edward Island,"Trades, transport and equipment operators and related occupations",Full-time,1132.7241
2024-01-04,Prince Edward Island,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-04,Prince Edward Island,Occupations in manufacturing and utilities,Full-time,
2024-01-04,Nova Scotia,"Business, finance and administration occupations",Full-time,1189.2446
2024-01-04,Nova Scotia,"Business, finance and administration occupations",Part-time,1152.9336
2024-01-04,Nova Scotia,Natural and applied sciences and related occupations,Full-time,1139.9868
2024-01-04,Nova Scotia,Health occupations,Full-time,
2024-01-04,Nova Scotia,Health occupations,Part-time,
2024-01-04,Nova Scotia,"Occupations in education, law and social, community and government services",Full-time,
2024-01-04,Nova Scotia,"Occupations in education, law and social, community and government services",Part-time,
2024-01-04,Nova Scotia,Sales and service occupations,Full-time,
2024-01-04,Nova Scotia,Sales and service occupations,Part-time,1270.081
2024-01-04,Nova Scotia,"Trades, transport and equipment operators and related occupations",Full-time,1204.1216
2024-01-04,Nova Scotia,"Trades, transport and equipment operators and related occupations",Part-time,1165.7483
2024-01-04,Nova Scotia,"Natural resources, agriculture and related production occupations",Full-time,1157.6252
2024-01-04,Nova Scotia,Occupations in manufacturing and utilities,Full-time,1156.7664
2024-01-04,New Brunswick,"Business, finance and administration occupations",Full-time,1153.76
2024-01-04,New Brunswick,"Business, finance and administration occupations",Part-time,1138.353
2024-01-04,New Brunswick,Natural and applied sciences and related occupations,Full-time,1103.6807
2024-01-04,New Brunswick,Health occupations,Full-time,1269.7761
2024-01-04,New Brunswick,Health occupations,Part-time,1199.8843
2024-01-04,New Brunswick,"Occupations in education, law and social, community and government services",Full-time,1162.2351
2024-01-04,New Brunswick,"Occupations in education, law and social, community and government services",Part-time,1154.5361
2024-01-04,New Brunswick,Sales and service occupations,Full-time,1150.5208
2024-01-04,New Brunswick,Sales and service occupations,Part-time,1134.0112
2024-01-04,New Brunswick,"Trades, transport and equipment operators and related occupations",Full-time,
2024-01-04,New Brunswick,"Natural resources, agriculture and related production occupations",Full-time,
2024-01-04,New Brunswick,Occupations in manufacturing and utilities,Full-time,1189.0151
2024-01-04,Quebec,Legislative and senior management occupations,Full-time,1152.7783
2024-01-04,Quebec,"Business, finance and administration occupations",Full-time,1139.8889
2024-01-04,Quebec,"Business, finance and administration occupations",Part-time,
2024-01-04,Quebec,Natural and applied sciences and related occupations,Full-time,
2024-01-04,Quebec,Natural and applied sciences and related occupations,Part-time,
2024-01-04,Quebec,Health occupations,Full-time,
2024-01-04,Quebec,Health occupations,Part-time,
2024-01-04,Quebec,"Occupations in education, law and social, community and government services",Full-time,1270.2727
2024-01-04,Quebec,"Occupations in education, law and social, community and government services",Part-time,1200.0012
2024-01-04,Quebec,"Occupations in art, culture, recreation and sport",Full-time,1162.1821
2024-01-04,Quebec,"Occupations in art, culture, recreation and sport",Part-time,
2024-01-04,Quebec,Sales and service occupations,Full-time,
2024-01-04,Quebec,Sales and service occupations,Part-time,
2024-01-04,Quebec,"Trades, transport and equipment operators and related occupations",Full-time,
2024-01-04,Quebec,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-04,Quebec,"Natural resources, agriculture and related production occupations",Full-time,27.927456
2024-01-04,Quebec,Occupations in manufacturing and utilities,Full-time,32.434048
2024-01-04,Ontario,Legislative and senior management occupations,Full-time,31.032925
2024-01-04,Ontario,"Business, finance and administration occupations",Full-time,
2024-01-04,Ontario,"Business, finance and administration occupations",Part-time,
2024-01-04,Ontario,Natural and applied sciences and related occupations,Full-time,
2024-01-04,Ontario,Natural and applied sciences and related occupations,Part-time,
2024-01-04,Ontario,Health occupations,Full-time,
2024-01-04,Ontario,Health occupations,Part-time,98.68503
2024-01-04,Ontario,"Occupations in education, law and social, community and government services",Full-time,95.5361
2024-01-04,Ontario,"Occupations in education, law and social, community and government services",Part-time,94.473114
2024-01-04,Ontario,"Occupations in art, culture, recreation and sport",Full-time,94.15671
2024-01-04,Ontario,"Occupations in art, culture, recreation and sport",Part-time,93.81125
2024-01-04,Ontario,Sales and service occupations,Full-time,91.8757
2024-01-04,Ontario,Sales and service occupations,Part-time,
2024-01-04,Ontario,"Trades, transport and equipment operators and related occupations",Full-time,
2024-01-04,Ontario,"Trades, transport and equipment operators and related occupations",Part-time,119.46237
2024-01-04,Ontario,"Natural resources, agriculture and related production occupations",Full-time,111.84152
2024-01-04,Ontario,Occupations in manufacturing and utilities,Full-time,107.729706
2024-01-04,Manitoba,"Business, finance and administration occupations",Full-time,
2024-01-04,Manitoba,"Business, finance and administration occupations",Part-time,
2024-01-04,Manitoba,Natural and applied sciences and related occupations,Full-time,
2024-01-04,Manitoba,Health occupations,Full-time,
2024-01-04,Manitoba,Health occupations,Part-time,
2024-01-04,Manitoba,"Occupations in education, law and social, community and government services",Full-time,37.361782
2024-01-04,Manitoba,"Occupations in education, law and social, community and government services",Part-time,40.602505
2024-01-04,Manitoba,"Occupations in art, culture, recreation and sport",Full-time,46.277554
2024-01-04,Manitoba,"Occupations in art, culture, recreation and sport",Part-time,
2024-01-04,Manitoba,Sales and service occupations,Full-time,
2024-01-04,Manitoba,Sales and service occupations,Part-time,
2024-01-04,Manitoba,"Trades, transport and equipment operators and related occupations",Full-time,
2024-01-04,Manitoba,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-04,Manitoba,"Natural resources, agriculture and related production occupations",Full-time,1289.2627
2024-01-04,Manitoba,Occupations in manufacturing and utilities,Full-time,1377.2258
2024-01-04,Saskatchewan,Legislative and senior management occupations,Full-time,1336.7002
2024-01-04,Saskatchewan,"Business, finance and administration occupations",Full-time,1385.4827
2024-01-04,Saskatchewan,"Business, finance and administration occupations",Part-time,1413.7019
2024-01-04,Saskatchewan,Natural and applied sciences and related occupations,Full-time,1465.54
2024-01-04,Saskatchewan,Health occupations,Full-time,
2024-01-04,Saskatchewan,Health occupations,Part-time,
2024-01-04,Saskatchewan,"Occupations in education, law and social, community and government services",Full-time,1227.4385
2024-01-04,Saskatchewan,"Occupations in education, law and social, community and government services",Part-time,1349.5022
2024-01-04,Saskatchewan,"Occupations in art, culture, recreation and sport",Part-time,1311.6199
2024-01-04,Saskatchewan,Sales and service occupations,Full-time,
2024-01-04,Saskatchewan,Sales and service occupations,Part-time,
2024-01-04,Saskatchewan,"Trades, transport and equipment operators and related occupations",Full-time,
2024-01-04,Saskatchewan,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-04,Saskatchewan,"Natural resources, agriculture and related production occupations",Full-time,
2024-01-04,Saskatchewan,Occupations in manufacturing and utilities,Full-time,1135.7886
2024-01-04,Alberta,Legislative and senior management occupations,Full-time,1375.544
2024-01-04,Alberta,"Business, finance and administration occupations",Full-time,1484.4807
2024-01-04,Alberta,"Business, finance and administration occupations",Part-time,1590.3191
2024-01-04,Alberta,Natural and applied sciences and related occupations,Full-time,1603.0566
2024-01-04,Alberta,Health occupations,Full-time,1656.3145
2024-01-04,Alberta,Health occupations,Part-time,1693.9529
2024-01-04,Alberta,"Occupations in education, law and social, community and government services",Full-time,1705.99
2024-01-04,Alberta,"Occupations in education, law and social, community and government services",Part-time,1224.7478
2024-01-04,Alberta,"Occupations in art, culture, recreation and sport",Full-time,1347.2202
2024-01-04,Alberta,"Occupations in art, culture, recreation and sport",Part-time,1309.4814
2024-01-04,Alberta,Sales and service occupations,Full-time,1358.3025
2024-01-04,Alberta,Sales and service occupations,Part-time,1386.6084
2024-01-04,Alberta,"Trades, transport and equipment operators and related occupations",Full-time,1439.898
2024-01-04,Alberta,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-04,Alberta,"Natural resources, agriculture and related production occupations",Full-time,
2024-01-04,Alberta,Occupations in manufacturing and utilities,Full-time,1226.4426
2024-01-04,British Columbia,"Business, finance and administration occupations",Full-time,1348.676
2024-01-04,British Columbia,"Business, finance and administration occupations",Part-time,1310.8318
2024-01-04,British Columbia,Natural and applied sciences and related occupations,Full-time,
2024-01-04,British Columbia,Health occupations,Full-time,
2024-01-04,British Columbia,Health occupations,Part-time,
2024-01-04,British Columbia,"Occupations in education, law and social, community and government services",Full-time,
2024-01-04,British Columbia,"Occupations in education, law and social, community and government services",Part-time,
2024-01-04,British Columbia,"Occupations in art, culture, recreation and sport",Full-time,1135.7444
2024-01-04,British Columbia,"Occupations in art, culture, recreation and sport",Part-time,1375.513
2024-01-04,British Columbia,Sales and service occupations,Full-time,1484.4492
2024-01-04,British Columbia,Sales and service occupations,Part-time,1590.2954
2024-01-04,British Columbia,"Trades, transport and equipment operators and related occupations",Full-time,1603.0356
2024-01-04,British Columbia,"Trades, transport and equipment operators and related occupations",Part-time,1656.2949
2024-01-04,British Columbia,Occupations in manufacturing and utilities,Full-time,1693.9338
2024-01-04,British Columbia,Occupations in manufacturing and utilities,Part-time,1705.9722
2024-01-04,Yukon,"Business, finance and administration occupations",Full-time,1242.4426
2024-01-04,Yukon,Natural and applied sciences and related occupations,Full-time,1355.728
2024-01-04,Yukon,Health occupations,Part-time,1317.6636
2024-01-04,Yukon,Sales and service occupations,Full-time,1368.3708
2024-01-04,Yukon,"Trades, transport and equipment operators and related occupations",Full-time,1396.1951
2024-01-04,Northwest Territories,"Business, finance and administration occupations",Full-time,1447.721
2024-01-04,Northwest Territories,Health occupations,Full-time,
2024-01-04,Northwest Territories,"Occupations in education, law and social, community and government services",Full-time,
2024-01-04,Northwest Territories,"Occupations in art, culture, recreation and sport",Full-time,1230.7151
2024-01-04,Northwest Territories,Sales and service occupations,Full-time,1351.6489
2024-01-04,Northwest Territories,"Trades, transport and equipment operators and related occupations",Full-time,1313.763
2024-01-04,Northwest Territories,"Trades, transport and equipment operators and related occupations",Part-time,
2024-01-04,Nunavut,Sales and service occupations,Full-time,
2024-01-04,Nunavut,Sales and service occupations,Part-time,
2025-01-01,Newfoundland and Labrador,"Business, finance and administration occupations",Full-time,
2025-01-01,Newfoundland and Labrador,"Business, finance and administration occupations",Part-time,
2025-01-01,Newfoundland and Labrador,Natural and applied sciences and related occupations,Full-time,1168.8892
2025-01-01,Newfoundland and Labrador,Natural and applied sciences and related occupations,Part-time,1392.7883
2025-01-01,Newfoundland and Labrador,Health occupations,Full-time,1501.1782
2025-01-01,Newfoundland and Labrador,Health occupations,Part-time,1602.8464
2025-01-01,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Full-time,1615.1055
2025-01-01,Newfoundland and Labrador,"Occupations in education, law and social, community and government services",Part-time,1668.113
2025-01-01,Newfoundland and Labrador,Sales and service occupations,Full-time,1705.5757
2025-01-01,Newfoundland and Labrador,Sales and service occupations,Part-time,1717.2087
2025-01-01,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Full-time,1335.6853
2025-01-01,Newfoundland and Labrador,"Trades, transport and equipment operators and related occupations",Part-time,1422.2461
2025-01-01,Newfoundland and Labrador,Occupations in manufacturing and utilities,Full-time,1509.8645
2025-01-01,Newfoundland and Labrador,Occupations in manufacturing and utilities,Part-time,1529.887
2025-01-01,Newfoundland and Labrador,Legislative and senior management occupations,Full-time,1544.3594
2025-01-01,Newfoundland and Labrador,Legislative and senior management occupations,Part-time,1592.6733
2025-01-01,Newfoundland and Labrador,"Occupations in art, culture, recreation and sport",Full-time,
2025-01-01,Newfoundland and Labrador,"Occupations in art, culture, recreation and sport",Part-time,
2025-01-01,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Full-time,1701.3718
2025-01-01,Newfoundland and Labrador,"Natural resources, agriculture and related production occupations",Part-time,1802.4048
2025-01-01,Prince Edward Island,"Business, finance and administration occupations",Full-time,1796.4126
2025-01-01,Prince Edward Island,"Business, finance and administration occupations",Part-time,
2025-01-01,Prince Edward Island,Natural and applied sciences and related occupations,Full-time,
2025-01-01,Prince Edward Island,Natural and applied sciences and related occupations,Part-time,
2025-01-01,Prince Edward Island,Health occupations,Full-time,
2025-01-01,Prince Edward Island,Health occupations,Part-time,
2025-01-01,Prince Edward Island,"Occupations in education, law and social, community and government services",Full-time,3490.62
